id,country,object_type,launch_year,altitude_km,orbit_type,status
4289,China,Payload,2016,25042.19,GEO,Inactive
4290,France,Payload,1982,22564.46,GEO,Active
4291,Canada,Payload,2005,19659.63,MEO,Active
4292,India,Debris,2020,4122.47,MEO,Inactive
4293,Italy,Debris,2021,34846.23,GEO,Inactive
4294,France,Debris,1980,13192.43,MEO,Inactive
4295,Israel,Debris,1987,31968.91,GEO,Active
4296,South Korea,Debris,2007,18034.26,MEO,Active
4297,United Kingdom,Debris,2014,6560.53,MEO,Active
4298,Japan,Payload,1988,13160.61,MEO,Active
4299,South Korea,Debris,1966,11711.8,MEO,Active
4300,South Korea,Debris,1978,26111.07,GEO,Active
4301,South Korea,Debris,1961,9341.47,MEO,Inactive
4302,Japan,Payload,1971,18321.33,MEO,Inactive
4303,Italy,Debris,1976,2419.75,MEO,Inactive
4304,Japan,Payload,1973,11678.5,MEO,Inactive
4305,Japan,Payload,1970,4193.61,MEO,Inactive
4306,Canada,Payload,2018,9375.38,MEO,Inactive
4307,Russia,Payload,1977,17386.9,MEO,Inactive
4308,Brazil,Payload,1965,33471.61,GEO,Active
4309,China,Rocket Body,1983,14290.56,MEO,Active
4310,United Kingdom,Debris,1982,19942.58,MEO,Inactive
4311,Canada,Payload,1990,9683.74,MEO,Active
4312,Japan,Payload,1996,28315.32,GEO,Active
4313,France,Payload,2000,5976.38,MEO,Active
4314,South Korea,Debris,1982,23708.15,GEO,Active
4315,China,Payload,2012,33026.93,GEO,Active
4316,Brazil,Payload,2024,338.05,LEO,Inactive
4317,United Kingdom,Payload,2017,28152.79,GEO,Active
4318,Israel,Debris,1988,31221.95,GEO,Inactive
4319,China,Debris,1967,11922.24,MEO,Active
4320,United Kingdom,Payload,2019,13389.4,MEO,Active
4321,India,Payload,1977,28477.28,GEO,Active
4322,Israel,Payload,1970,6310.18,MEO,Inactive
4323,Japan,Debris,1983,25008.05,GEO,Active
4324,Japan,Debris,2001,17407.65,MEO,Active
4325,China,Debris,2016,23142.93,GEO,Inactive
4326,Germany,Debris,1977,5295.0,MEO,Active
4327,United States,Payload,2019,15781.68,MEO,Active
4328,Italy,Payload,1961,8919.68,MEO,Active
4329,Brazil,Payload,1969,30490.09,GEO,Active
4330,United Kingdom,Payload,1996,26589.32,GEO,Active
4331,India,Debris,1984,15702.97,MEO,Active
4332,Germany,Debris,2021,21845.96,GEO,Active
4333,Germany,Rocket Body,1981,18806.42,MEO,Inactive
4334,Japan,Payload,2019,20275.42,GEO,Active
4335,Germany,Rocket Body,1984,1208.19,LEO,Inactive
4336,United States,Payload,1964,30795.77,GEO,Active
4337,Australia,Payload,2010,1931.57,LEO,Active
4338,United Kingdom,Payload,1961,4210.25,MEO,Active
4339,Germany,Debris,2005,6131.94,MEO,Active
4340,Israel,Payload,2013,8330.49,MEO,Active
4341,India,Debris,2001,24587.0,GEO,Inactive
4342,South Korea,Debris,2003,4922.96,MEO,Active
4343,Germany,Payload,1972,34999.66,GEO,Active
4344,Italy,Payload,1988,18596.35,MEO,Active
4345,China,Payload,1975,27391.03,GEO,Active
4346,Canada,Payload,1984,8361.58,MEO,Active
4347,Japan,Payload,1980,30557.52,GEO,Active
4348,Russia,Payload,2021,21506.18,GEO,Inactive
4349,India,Debris,1993,30432.24,GEO,Inactive
4350,United States,Payload,1968,34526.99,GEO,Inactive
4351,France,Debris,2016,13198.55,MEO,Inactive
4352,South Korea,Payload,1980,17736.3,MEO,Inactive
4353,United Kingdom,Debris,1990,9944.47,MEO,Active
4354,France,Payload,1983,30973.4,GEO,Active
4355,Italy,Payload,1984,17344.78,MEO,Active
4356,China,Payload,1984,27266.39,GEO,Inactive
4357,Canada,Rocket Body,1977,12122.99,MEO,Active
4358,Germany,Debris,2004,34108.49,GEO,Active
4359,Brazil,Debris,2000,21140.23,GEO,Inactive
4360,France,Debris,1988,10755.43,MEO,Active
4361,China,Payload,2010,14538.39,MEO,Active
4362,UAE,Debris,2009,14490.65,MEO,Active
4363,South Korea,Rocket Body,2020,5409.31,MEO,Inactive
4364,UAE,Debris,2016,4424.53,MEO,Inactive
4365,Israel,Debris,2021,25453.77,GEO,Inactive
4366,France,Debris,1991,32000.96,GEO,Active
4367,Brazil,Payload,2004,24850.99,GEO,Active
4368,India,Debris,2010,5066.87,MEO,Active
4369,Australia,Payload,2020,10237.07,MEO,Active
4370,India,Payload,2022,16856.68,MEO,Active
4371,China,Rocket Body,1986,31043.4,GEO,Active
4372,Canada,Payload,1987,31611.07,GEO,Inactive
4373,Brazil,Debris,2022,34630.95,GEO,Inactive
4374,UAE,Debris,1988,35803.22,GEO,Inactive
4375,Brazil,Payload,2006,35386.52,GEO,Active
4376,Canada,Payload,1974,23981.3,GEO,Active
4377,China,Payload,1963,13617.8,MEO,Active
4378,Israel,Rocket Body,1999,13384.79,MEO,Active
4379,Italy,Payload,2023,16156.58,MEO,Inactive
4380,India,Payload,2019,19594.02,MEO,Inactive
4381,United States,Debris,1964,29400.75,GEO,Active
4382,Brazil,Payload,2006,13750.59,MEO,Inactive
4383,United Kingdom,Debris,1966,21186.74,GEO,Active
4384,Italy,Debris,1998,26809.17,GEO,Active
4385,UAE,Debris,1977,6283.51,MEO,Inactive
4386,Russia,Debris,1999,8392.7,MEO,Active
4387,China,Payload,2001,35504.93,GEO,Active
4388,Germany,Payload,2023,1101.87,LEO,Inactive
4389,UAE,Payload,1972,31886.32,GEO,Active
4390,Germany,Payload,1985,7055.4,MEO,Active
4391,China,Rocket Body,2025,17013.43,MEO,Active
4392,Germany,Debris,1967,26242.48,GEO,Active
4393,UAE,Debris,2005,33942.42,GEO,Inactive
4394,France,Payload,2012,17606.46,MEO,Active
4395,Brazil,Rocket Body,2019,19772.47,MEO,Inactive
4396,Italy,Payload,2008,17118.15,MEO,Active
4397,Japan,Payload,1984,5053.42,MEO,Active
4398,Russia,Payload,1987,26864.31,GEO,Inactive
4399,Japan,Payload,2005,18715.76,MEO,Active
4400,UAE,Payload,2017,2466.81,MEO,Active
4401,United Kingdom,Payload,2018,4242.54,MEO,Active
4402,Brazil,Payload,1982,1456.18,LEO,Active
4403,Australia,Payload,2022,22032.94,GEO,Inactive
4404,United States,Payload,1995,13434.32,MEO,Active
4405,South Korea,Debris,1979,34562.6,GEO,Inactive
4406,India,Debris,2015,25891.27,GEO,Inactive
4407,Australia,Payload,1974,738.05,LEO,Active
4408,South Korea,Debris,1984,25769.96,GEO,Active
4409,Italy,Debris,1962,5098.88,MEO,Active
4410,India,Debris,2024,5580.59,MEO,Inactive
4411,South Korea,Payload,2005,24212.52,GEO,Inactive
4412,Japan,Debris,1983,7265.28,MEO,Active
4413,Israel,Debris,2013,31502.53,GEO,Active
4414,Germany,Debris,2007,26297.34,GEO,Active
4415,Brazil,Debris,1964,35437.4,GEO,Active
4416,China,Debris,2010,11045.63,MEO,Inactive
4417,Brazil,Payload,1974,31563.12,GEO,Active
4418,Canada,Payload,1978,33920.97,GEO,Inactive
4419,France,Debris,2025,5934.38,MEO,Active
4420,Australia,Rocket Body,1994,13828.76,MEO,Inactive
4421,United Kingdom,Debris,2015,24065.32,GEO,Active
4422,Israel,Payload,1963,676.81,LEO,Active
4423,Israel,Debris,2016,10421.71,MEO,Inactive
4424,Israel,Payload,2024,23088.4,GEO,Active
4425,Germany,Debris,1975,20455.43,GEO,Active
4426,India,Payload,1982,24741.0,GEO,Active
4427,Canada,Payload,1977,11290.83,MEO,Inactive
4428,UAE,Debris,1960,13718.8,MEO,Active
4429,Italy,Payload,1961,9934.1,MEO,Active
4430,United Kingdom,Debris,1961,25148.88,GEO,Inactive
4431,India,Debris,2020,17880.7,MEO,Active
4432,United States,Debris,2018,9464.22,MEO,Active
4433,China,Rocket Body,2008,27574.58,GEO,Active
4434,Israel,Payload,2003,34895.19,GEO,Active
4435,South Korea,Debris,2024,30086.82,GEO,Active
4436,Italy,Payload,2004,19090.63,MEO,Active
4437,Canada,Payload,1966,29575.32,GEO,Inactive
4438,Germany,Debris,1987,30657.06,GEO,Active
4439,India,Payload,1994,11367.39,MEO,Active
4440,China,Payload,1960,24967.13,GEO,Active
4441,France,Debris,1962,31370.66,GEO,Active
4442,South Korea,Payload,2009,10986.5,MEO,Inactive
4443,Germany,Debris,2001,29636.89,GEO,Active
4444,India,Rocket Body,1968,31635.61,GEO,Active
4445,Italy,Debris,2017,31764.9,GEO,Inactive
4446,France,Payload,1964,33380.94,GEO,Inactive
4447,India,Debris,1971,15046.06,MEO,Active
4448,Canada,Debris,2015,3529.15,MEO,Inactive
4449,Israel,Debris,2000,17814.96,MEO,Inactive
4450,China,Debris,1992,35355.87,GEO,Inactive
4451,Brazil,Payload,1967,29266.87,GEO,Inactive
4452,Germany,Payload,2003,16646.58,MEO,Inactive
4453,India,Payload,1999,3857.14,MEO,Inactive
4454,China,Debris,1994,15518.74,MEO,Inactive
4455,South Korea,Payload,2007,34154.41,GEO,Inactive
4456,Canada,Debris,2009,334.04,LEO,Active
4457,Germany,Debris,2021,13958.04,MEO,Active
4458,Japan,Payload,2020,21010.89,GEO,Active
4459,Italy,Debris,1986,21651.89,GEO,Active
4460,UAE,Debris,2011,3972.04,MEO,Inactive
4461,United Kingdom,Payload,1983,30969.1,GEO,Active
4462,China,Debris,1978,29474.18,GEO,Active
4463,Russia,Rocket Body,1983,3765.3,MEO,Active
4464,Israel,Payload,1965,23842.13,GEO,Active
4465,Italy,Payload,1973,18909.18,MEO,Inactive
4466,France,Payload,1971,15906.07,MEO,Inactive
4467,India,Debris,1961,15049.65,MEO,Active
4468,France,Payload,2023,20944.51,GEO,Active
4469,UAE,Payload,2004,15538.89,MEO,Inactive
4470,United Kingdom,Rocket Body,1990,8328.24,MEO,Active
4471,China,Payload,2007,33252.2,GEO,Inactive
4472,France,Debris,1970,19909.98,MEO,Active
4473,South Korea,Payload,1974,35490.55,GEO,Active
4474,India,Debris,2018,6174.41,MEO,Active
4475,Japan,Rocket Body,1995,22775.44,GEO,Inactive
4476,UAE,Debris,1996,21226.6,GEO,Active
4477,France,Debris,2013,11794.32,MEO,Active
4478,China,Debris,1962,5157.51,MEO,Active
4479,Australia,Payload,1986,23537.12,GEO,Active
4480,Brazil,Payload,1961,15325.11,MEO,Inactive
4481,Brazil,Debris,1973,11448.42,MEO,Inactive
4482,India,Payload,2001,31767.07,GEO,Active
4483,United States,Debris,1993,12559.11,MEO,Active
4484,Russia,Payload,1960,33943.51,GEO,Active
4485,United Kingdom,Debris,2021,15497.42,MEO,Active
4486,Italy,Payload,1972,32181.57,GEO,Active
4487,South Korea,Payload,2013,11159.89,MEO,Inactive
4488,Italy,Payload,2007,2184.24,MEO,Inactive
4489,United States,Payload,2016,16432.89,MEO,Active
4490,India,Debris,2009,28399.68,GEO,Active
4491,Australia,Payload,1988,27364.25,GEO,Active
4492,United States,Payload,1973,26310.52,GEO,Inactive
4493,Australia,Payload,1965,20026.09,GEO,Inactive
4494,Russia,Debris,1997,7444.14,MEO,Active
4495,China,Rocket Body,2017,8481.16,MEO,Active
4496,France,Payload,1974,33742.11,GEO,Active
4497,Russia,Debris,2008,27464.15,GEO,Active
4498,United States,Payload,1981,21796.62,GEO,Active
4499,Japan,Payload,1985,2269.64,MEO,Active
4500,Brazil,Payload,2022,19394.55,MEO,Active
4501,South Korea,Payload,1989,19539.23,MEO,Inactive
4502,Russia,Rocket Body,2016,25978.86,GEO,Inactive
4503,Russia,Payload,1966,35387.72,GEO,Active
4504,Russia,Payload,1983,23185.33,GEO,Inactive
4505,South Korea,Debris,2013,4911.18,MEO,Active
4506,UAE,Payload,1996,31125.9,GEO,Active
4507,Canada,Payload,1971,604.65,LEO,Inactive
4508,Italy,Payload,1983,32000.16,GEO,Active
4509,UAE,Rocket Body,2003,6375.12,MEO,Active
4510,UAE,Payload,2015,23558.31,GEO,Active
4511,Japan,Debris,1966,1642.9,LEO,Active
4512,UAE,Payload,2000,34585.02,GEO,Active
4513,Italy,Debris,2018,19870.44,MEO,Inactive
4514,UAE,Debris,1993,20570.2,GEO,Active
4515,Brazil,Payload,2023,14553.13,MEO,Inactive
4516,Canada,Debris,1986,3336.77,MEO,Active
4517,China,Rocket Body,2013,3631.71,MEO,Active
4518,UAE,Debris,2023,12565.71,MEO,Active
4519,China,Debris,1986,9674.91,MEO,Active
4520,Russia,Debris,1992,34906.8,GEO,Inactive
4521,Germany,Debris,2004,34409.36,GEO,Active
4522,Canada,Debris,1983,16324.16,MEO,Inactive
4523,Australia,Payload,2010,4286.89,MEO,Inactive
4524,UAE,Payload,2022,4212.39,MEO,Inactive
4525,United Kingdom,Payload,2022,33766.71,GEO,Active
4526,China,Payload,2019,23447.52,GEO,Active
4527,Canada,Debris,2001,23167.51,GEO,Active
4528,South Korea,Debris,1965,27393.45,GEO,Inactive
4529,Brazil,Rocket Body,1968,14655.59,MEO,Active
4530,South Korea,Rocket Body,1974,10540.65,MEO,Inactive
4531,France,Debris,2024,2478.94,MEO,Inactive
4532,China,Payload,1973,34123.4,GEO,Inactive
4533,UAE,Payload,1975,10357.46,MEO,Active
4534,Brazil,Debris,1979,18457.96,MEO,Active
4535,Germany,Payload,1973,25755.99,GEO,Inactive
4536,United States,Debris,2006,30921.35,GEO,Inactive
4537,UAE,Payload,2014,17941.44,MEO,Active
4538,Italy,Payload,1991,35752.26,GEO,Active
4539,Brazil,Payload,1991,32731.47,GEO,Inactive
4540,Israel,Debris,1962,17510.8,MEO,Active
4541,UAE,Rocket Body,2017,20576.06,GEO,Active
4542,Brazil,Debris,2014,33448.73,GEO,Active
4543,South Korea,Rocket Body,1984,35990.71,GEO,Active
4544,Italy,Payload,1966,4860.54,MEO,Inactive
4545,South Korea,Payload,1971,11345.54,MEO,Inactive
4546,Brazil,Payload,2000,30536.83,GEO,Active
4547,United States,Rocket Body,2000,34654.65,GEO,Active
4548,Canada,Payload,2009,14133.65,MEO,Inactive
4549,Italy,Payload,1975,4966.39,MEO,Inactive
4550,Germany,Debris,1971,10727.16,MEO,Inactive
4551,Canada,Payload,2018,6780.74,MEO,Active
4552,France,Debris,2010,25594.85,GEO,Inactive
4553,United States,Debris,2011,18563.13,MEO,Active
4554,Brazil,Payload,2004,1409.95,LEO,Active
4555,Australia,Debris,2023,12990.95,MEO,Active
4556,South Korea,Payload,1985,19210.64,MEO,Active
4557,Brazil,Payload,2019,2710.05,MEO,Inactive
4558,Russia,Payload,2020,22527.57,GEO,Inactive
4559,Brazil,Payload,2020,24385.14,GEO,Inactive
4560,France,Debris,1981,7439.58,MEO,Active
4561,Russia,Debris,2015,11770.43,MEO,Inactive
4562,Russia,Debris,1996,19386.39,MEO,Active
4563,India,Debris,2000,274.48,LEO,Inactive
4564,France,Payload,2007,33882.11,GEO,Active
4565,Israel,Payload,1984,35040.04,GEO,Inactive
4566,South Korea,Payload,2011,26947.51,GEO,Inactive
4567,South Korea,Payload,2010,29996.64,GEO,Inactive
4568,Italy,Debris,2013,26796.12,GEO,Active
4569,India,Payload,1990,5172.69,MEO,Inactive
4570,United Kingdom,Debris,1960,10079.39,MEO,Inactive
4571,South Korea,Debris,1960,26484.2,GEO,Active
4572,Brazil,Debris,1975,16431.19,MEO,Active
4573,Canada,Payload,1985,34100.5,GEO,Active
4574,United Kingdom,Debris,1970,15882.98,MEO,Active
4575,United States,Payload,1993,33849.83,GEO,Inactive
4576,United Kingdom,Payload,2016,35633.28,GEO,Inactive
4577,United States,Debris,1977,7614.41,MEO,Active
4578,India,Debris,1995,35410.59,GEO,Active
4579,France,Debris,1991,2322.67,MEO,Active
4580,Germany,Payload,2012,31232.59,GEO,Active
4581,UAE,Debris,2023,5862.63,MEO,Active
4582,Canada,Payload,2010,24319.94,GEO,Active
4583,Australia,Debris,2025,29947.37,GEO,Active
4584,Germany,Payload,1983,1224.67,LEO,Inactive
4585,India,Payload,1983,12826.7,MEO,Inactive
4586,United States,Payload,1962,28490.1,GEO,Inactive
4587,Brazil,Payload,2001,5988.85,MEO,Inactive
4588,Australia,Payload,2009,26511.45,GEO,Active
4589,UAE,Payload,1998,31371.55,GEO,Active
4590,Israel,Payload,2017,29043.56,GEO,Active
4591,South Korea,Payload,1978,4820.14,MEO,Active
4592,India,Debris,1987,33113.59,GEO,Active
4593,Canada,Debris,1984,1822.51,LEO,Inactive
4594,Russia,Rocket Body,2017,20959.77,GEO,Active
4595,Germany,Debris,1991,10253.93,MEO,Inactive
4596,India,Payload,1972,5378.82,MEO,Inactive
4597,South Korea,Debris,2015,9681.58,MEO,Active
4598,Brazil,Payload,2015,17532.42,MEO,Active
4599,South Korea,Debris,1998,20268.85,GEO,Inactive
4600,Germany,Payload,2006,16531.5,MEO,Active
4601,Brazil,Payload,1974,34629.65,GEO,Inactive
4602,United Kingdom,Payload,2022,35661.36,GEO,Active
4603,Germany,Debris,1997,31504.89,GEO,Inactive
4604,South Korea,Payload,2011,19420.29,MEO,Active
4605,UAE,Debris,1983,2070.38,MEO,Inactive
4606,India,Payload,1986,21900.04,GEO,Inactive
4607,Canada,Payload,1961,719.25,LEO,Active
4608,India,Debris,1978,28924.08,GEO,Inactive
4609,United Kingdom,Payload,1966,15735.0,MEO,Active
4610,South Korea,Debris,1962,29620.21,GEO,Active
4611,Brazil,Payload,1964,18530.39,MEO,Active
4612,Germany,Debris,1999,2748.13,MEO,Inactive
4613,China,Payload,1960,31740.44,GEO,Active
4614,Australia,Debris,1984,33267.45,GEO,Inactive
4615,United States,Payload,1964,27482.64,GEO,Active
4616,Japan,Payload,1965,33527.31,GEO,Inactive
4617,Italy,Payload,2022,22219.23,GEO,Inactive
4618,China,Payload,1976,2854.23,MEO,Active
4619,Italy,Payload,2005,9205.98,MEO,Active
4620,South Korea,Debris,2021,32969.82,GEO,Active
4621,UAE,Payload,2007,1055.04,LEO,Inactive
4622,Japan,Debris,1960,4561.11,MEO,Inactive
4623,United States,Payload,2024,31450.28,GEO,Inactive
4624,Canada,Debris,2009,19527.45,MEO,Active
4625,Germany,Payload,2017,11648.3,MEO,Inactive
4626,Australia,Debris,2022,19190.25,MEO,Inactive
4627,China,Payload,2004,8265.99,MEO,Inactive
4628,United Kingdom,Debris,2002,29145.2,GEO,Active
4629,Russia,Payload,1961,7673.15,MEO,Active
4630,Germany,Payload,2005,10359.09,MEO,Active
4631,China,Debris,1972,5887.46,MEO,Active
4632,Australia,Payload,1972,11844.66,MEO,Inactive
4633,UAE,Payload,1965,10935.19,MEO,Active
4634,South Korea,Debris,1996,2818.29,MEO,Active
4635,Canada,Payload,2020,13742.26,MEO,Inactive
4636,Brazil,Debris,2013,14361.77,MEO,Active
4637,Brazil,Debris,1979,20786.15,GEO,Inactive
4638,United Kingdom,Debris,1964,11093.88,MEO,Inactive
4639,Israel,Debris,1963,22412.27,GEO,Inactive
4640,Italy,Debris,1978,32537.29,GEO,Inactive
4641,Australia,Debris,2001,27676.43,GEO,Active
4642,South Korea,Payload,2005,21682.64,GEO,Inactive
4643,Italy,Payload,1985,33922.21,GEO,Inactive
4644,France,Payload,2003,21279.24,GEO,Inactive
4645,France,Debris,2024,6613.43,MEO,Active
4646,Australia,Rocket Body,1970,1726.07,LEO,Inactive
4647,Italy,Payload,1993,33285.27,GEO,Inactive
4648,Israel,Payload,2005,32512.52,GEO,Inactive
4649,India,Debris,1977,17959.45,MEO,Active
4650,China,Debris,1984,8420.99,MEO,Inactive
4651,India,Debris,2009,8153.36,MEO,Active
4652,France,Rocket Body,2024,32825.36,GEO,Active
4653,UAE,Debris,1960,30184.74,GEO,Active
4654,Canada,Debris,1994,7455.2,MEO,Active
4655,Italy,Payload,2009,16625.38,MEO,Inactive
4656,Russia,Payload,1998,35411.89,GEO,Active
4657,India,Payload,1971,23031.78,GEO,Active
4658,United States,Rocket Body,1966,2033.31,MEO,Active
4659,South Korea,Payload,2013,24244.88,GEO,Inactive
4660,Australia,Debris,1983,24373.44,GEO,Inactive
4661,United States,Debris,1983,25821.73,GEO,Active
4662,China,Payload,2025,32779.82,GEO,Active
4663,United States,Debris,1983,1633.05,LEO,Inactive
4664,UAE,Payload,2014,14206.57,MEO,Active
4665,United States,Payload,1967,28843.41,GEO,Active
4666,China,Debris,2002,4472.0,MEO,Active
4667,South Korea,Debris,1999,18994.81,MEO,Active
4668,Italy,Debris,1966,15903.55,MEO,Active
4669,China,Payload,2008,33422.39,GEO,Active
4670,Japan,Payload,2024,15708.55,MEO,Inactive
4671,Russia,Payload,2005,33088.86,GEO,Active
4672,South Korea,Payload,1992,11157.19,MEO,Inactive
4673,United Kingdom,Payload,1963,3914.08,MEO,Inactive
4674,Canada,Payload,2018,5823.33,MEO,Inactive
4675,South Korea,Debris,1979,8839.53,MEO,Inactive
4676,UAE,Debris,1960,6019.59,MEO,Inactive
4677,UAE,Payload,1986,32514.72,GEO,Active
4678,Germany,Debris,2023,7278.76,MEO,Active
4679,Japan,Debris,2021,28000.29,GEO,Active
4680,India,Debris,2009,10506.85,MEO,Active
4681,UAE,Debris,1965,15496.09,MEO,Active
4682,United States,Payload,2019,6277.03,MEO,Active
4683,UAE,Payload,2024,21388.44,GEO,Active
4684,Italy,Debris,1987,5184.43,MEO,Active
4685,India,Payload,1963,3886.24,MEO,Active
4686,Japan,Payload,1974,16919.75,MEO,Inactive
4687,United States,Payload,2009,34897.17,GEO,Active
4688,United Kingdom,Payload,2000,30780.73,GEO,Active
4689,Japan,Payload,2003,18276.22,MEO,Inactive
4690,Russia,Rocket Body,1961,20326.0,GEO,Inactive
4691,United Kingdom,Debris,1965,17782.42,MEO,Active
4692,Russia,Payload,1994,11158.54,MEO,Active
4693,United Kingdom,Payload,2019,23973.03,GEO,Inactive
4694,China,Debris,2006,17209.77,MEO,Active
4695,United Kingdom,Debris,2010,24806.11,GEO,Active
4696,Russia,Debris,1980,11160.17,MEO,Active
4697,United Kingdom,Debris,2000,34117.86,GEO,Active
4698,Germany,Debris,2002,32045.2,GEO,Inactive
4699,China,Debris,2017,5325.99,MEO,Inactive
4700,Japan,Debris,2023,19097.9,MEO,Active
4701,France,Payload,1968,11353.75,MEO,Active
4702,Brazil,Payload,1968,2500.03,MEO,Inactive
4703,United States,Payload,2015,28620.68,GEO,Active
4704,United Kingdom,Debris,1972,26703.44,GEO,Inactive
4705,China,Payload,1986,4049.99,MEO,Active
4706,China,Payload,2011,14051.26,MEO,Active
4707,Brazil,Debris,1998,9047.65,MEO,Active
4708,Australia,Debris,2018,29082.36,GEO,Inactive
4709,Italy,Payload,1995,28452.05,GEO,Inactive
4710,China,Debris,1979,25523.79,GEO,Active
4711,South Korea,Debris,2002,12413.83,MEO,Inactive
4712,China,Payload,2004,4749.16,MEO,Active
4713,India,Debris,1962,718.32,LEO,Active
4714,South Korea,Payload,1977,3435.09,MEO,Inactive
4715,Japan,Payload,2003,8204.98,MEO,Active
4716,India,Debris,1990,34182.79,GEO,Inactive
4717,India,Payload,1977,2795.4,MEO,Inactive
4718,UAE,Payload,2010,8866.29,MEO,Inactive
4719,United States,Debris,2002,14592.48,MEO,Active
4720,South Korea,Debris,1968,30639.51,GEO,Inactive
4721,United Kingdom,Debris,2011,19901.67,MEO,Active
4722,Russia,Debris,2009,25418.81,GEO,Inactive
4723,UAE,Payload,1963,23510.05,GEO,Active
4724,United States,Debris,2017,13483.09,MEO,Active
4725,Germany,Debris,2001,29873.71,GEO,Inactive
4726,France,Payload,2013,19667.96,MEO,Active
4727,Canada,Debris,1982,7955.62,MEO,Active
4728,India,Payload,1965,6999.9,MEO,Inactive
4729,Germany,Debris,2025,34216.05,GEO,Active
4730,United States,Payload,2000,22082.02,GEO,Active
4731,South Korea,Rocket Body,1979,9886.1,MEO,Active
4732,China,Payload,1982,2084.1,MEO,Inactive
4733,Brazil,Debris,1981,18311.61,MEO,Active
4734,Russia,Debris,2024,17699.78,MEO,Active
4735,India,Payload,2006,22654.64,GEO,Active
4736,France,Payload,2005,22010.85,GEO,Inactive
4737,Australia,Payload,1999,15465.47,MEO,Active
4738,China,Debris,1960,8583.68,MEO,Active
4739,UAE,Payload,1991,18238.91,MEO,Active
4740,Australia,Debris,2005,29428.8,GEO,Inactive
4741,Italy,Rocket Body,1987,32213.89,GEO,Active
4742,Russia,Payload,2013,16376.04,MEO,Inactive
