id,country,object_type,launch_year,growth_year,altitude_km,min_altitude_km,max_altitude_km,orbit_type,status,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40
11012,Russia,Debris,2018,2018,12434.8,12417.98,12441.19,MEO,Active,773.87,187.18,241.9,8.75,629.05,40.11,778.49,403.03,900.97,862.96,0.1,241.44,770.45,995.19,81.34,650.25,766.8,598.75,145.23,757.38,315.03,537.33,169.0,279.32,142.91,648.17,899.52,982.06,624.73,64.86,535.17,456.59,925.5,925.17,769.52,696.97,937.8,869.88,49.34,630.73
11013,Japan,Debris,1990,1990,1786.95,1768.3,1810.52,LEO,Inactive,795.59,0.24,36.99,372.51,195.31,257.42,331.7,809.92,869.48,770.18,74.8,702.4,523.03,487.63,959.82,350.7,815.37,5.65,358.27,696.58,909.26,485.02,313.71,354.84,599.64,266.66,500.86,908.53,181.25,532.66,248.02,121.05,915.54,339.77,534.67,887.62,982.58,52.24,510.85,12.57
11014,Japan,Payload,2000,2000,19763.75,19753.95,19773.19,MEO,Inactive,404.7,27.78,786.43,94.5,39.14,467.07,481.94,191.08,840.11,791.61,963.83,483.1,497.09,787.64,145.93,367.2,348.03,860.71,61.48,546.97,628.55,727.09,354.57,334.68,29.03,100.06,590.07,993.96,136.23,38.37,996.43,482.0,378.07,602.78,523.07,864.56,718.24,176.92,857.8,731.42
11015,Brazil,Debris,2016,2016,20755.09,20753.13,20771.49,GEO,Inactive,254.98,666.66,109.26,437.99,907.1,464.67,321.82,720.26,755.82,76.82,261.92,710.24,61.99,82.39,170.78,213.34,853.9,336.39,309.88,795.44,397.19,782.37,446.88,756.72,542.07,913.51,692.3,584.75,80.94,474.73,828.33,593.45,310.1,373.85,477.1,643.95,162.77,511.41,530.28,793.64
11016,Brazil,Debris,2003,2003,25340.12,25306.72,25356.37,GEO,Inactive,625.71,958.91,356.3,671.05,717.74,758.22,856.79,991.06,212.34,150.32,983.7,200.44,80.21,861.97,900.03,232.48,256.23,677.74,718.59,491.98,468.86,930.88,888.28,15.44,723.87,75.23,718.52,482.98,586.63,189.12,146.66,677.14,906.36,886.18,555.7,997.99,840.04,267.9,845.54,685.09
11017,Germany,Debris,2018,2018,26345.77,26302.17,26355.38,GEO,Active,971.53,415.78,96.06,244.96,251.03,371.24,678.19,532.98,562.19,492.52,43.28,592.86,276.13,732.73,947.03,482.51,867.97,527.83,163.78,939.88,676.62,465.08,412.21,544.14,813.98,9.6,922.68,82.37,887.67,688.67,253.78,751.12,598.54,486.71,808.88,458.42,154.59,184.71,567.09,280.87
11018,UAE,Rocket Body,2001,2001,18616.3,18566.89,18654.69,MEO,Active,39.31,411.12,983.06,242.29,951.56,537.85,119.13,359.94,652.09,414.14,3.34,341.42,513.47,735.13,71.7,408.26,291.75,127.24,285.64,213.14,308.55,146.75,65.96,98.3,802.05,265.85,290.9,967.89,464.77,792.13,378.18,150.95,561.79,532.68,399.7,317.81,97.96,307.16,409.78,827.72
11019,United Kingdom,Rocket Body,1992,1992,16849.96,16817.92,16886.68,MEO,Active,657.76,413.87,573.33,103.76,284.85,509.4,650.11,399.12,290.56,253.79,365.12,288.49,707.19,271.95,945.37,43.67,261.69,840.57,772.29,767.98,973.34,87.97,380.12,630.92,455.3,647.69,458.64,428.2,111.7,997.63,390.83,232.83,246.47,16.21,392.61,445.55,612.26,272.49,537.09,439.67
11020,India,Debris,2016,2016,24905.66,24870.19,24931.02,GEO,Active,481.79,235.61,602.51,841.7,419.29,105.15,836.9,267.31,201.69,225.16,956.14,758.77,671.53,118.94,427.28,89.64,700.2,380.37,247.68,66.33,750.16,908.25,131.71,933.52,236.22,427.59,831.07,980.71,642.81,921.24,162.05,301.98,173.69,642.31,376.96,167.21,912.98,642.07,134.23,453.09
11021,Germany,Payload,2004,2004,12949.52,12906.32,12957.98,MEO,Active,871.15,971.44,571.5,901.5,890.52,559.89,809.27,277.72,385.61,94.07,941.66,688.41,903.21,437.79,147.18,424.07,707.83,565.17,103.72,699.73,289.19,990.95,400.87,900.51,859.64,415.45,447.66,791.15,491.43,169.29,690.57,379.68,370.68,898.07,548.98,890.43,412.02,542.78,254.14,8.8
11022,Italy,Debris,1999,1999,12664.41,12653.75,12713.04,MEO,Inactive,991.54,780.36,812.19,119.15,489.61,201.61,819.67,823.69,224.77,374.32,412.92,291.71,752.53,12.62,815.75,546.4,618.03,966.75,144.5,601.72,634.8,214.57,40.85,775.43,303.46,803.16,170.48,308.23,63.08,489.5,892.64,508.98,416.82,63.83,525.22,414.41,473.17,45.9,1.38,24.76
11023,Brazil,Rocket Body,2000,2000,17536.96,17487.65,17548.64,MEO,Active,284.92,180.61,9.31,801.43,956.15,941.82,456.47,778.42,5.47,17.22,310.08,875.75,373.78,520.86,508.68,748.24,879.73,654.51,350.44,181.22,636.1,761.27,943.23,156.97,753.66,312.67,450.46,294.59,307.14,27.55,467.01,104.58,30.95,74.17,999.92,242.71,735.09,218.83,254.11,369.98
11024,Germany,Payload,1990,1990,16570.09,16527.59,16599.48,MEO,Active,228.62,702.22,553.77,231.65,179.13,609.37,429.66,707.29,541.96,353.84,688.22,692.98,207.4,773.19,663.03,511.7,473.1,962.95,802.93,101.41,626.49,462.75,983.06,9.26,967.86,631.3,734.33,894.61,497.21,860.36,818.3,762.11,957.41,939.56,296.63,124.65,926.27,360.26,769.21,996.51
11025,India,Rocket Body,2001,2001,31606.65,31570.28,31638.93,GEO,Inactive,852.72,708.78,405.94,179.67,897.36,896.9,492.46,417.3,873.48,734.31,896.37,690.63,385.51,245.82,760.0,726.55,424.45,626.23,836.11,285.36,157.25,605.09,217.12,259.31,21.67,285.55,809.88,400.51,582.35,37.16,197.45,165.21,77.9,785.84,930.42,490.08,983.24,454.18,831.66,307.63
11026,Japan,Payload,2023,2023,31146.31,31129.4,31189.49,GEO,Inactive,296.69,619.02,607.28,117.2,747.92,423.09,642.19,860.84,128.04,818.2,459.11,952.31,96.53,143.5,396.59,157.71,11.27,632.03,456.9,847.26,600.35,108.79,243.52,301.75,787.64,524.95,808.49,897.3,852.92,92.25,310.24,595.56,837.52,339.18,60.95,644.7,377.31,590.53,348.17,568.59
11027,United States,Payload,2015,2015,15028.31,14991.79,15065.12,MEO,Active,634.82,88.36,46.14,67.02,619.4,249.61,259.3,380.92,620.05,29.91,146.17,134.18,862.59,403.16,476.51,626.89,838.47,941.51,468.06,995.34,622.53,618.07,655.93,968.76,158.18,886.25,431.69,502.33,475.56,801.5,220.8,891.48,926.36,688.58,645.96,368.22,274.18,482.67,273.21,920.0
11028,India,Payload,2018,2018,1514.83,1489.27,1554.15,LEO,Active,876.11,612.09,511.23,116.4,836.52,361.27,155.88,251.24,387.23,430.91,421.06,149.7,31.56,676.49,577.96,376.35,780.93,50.41,519.03,482.43,636.17,439.94,767.47,884.25,775.59,178.83,443.99,883.03,844.2,818.51,469.01,503.99,551.69,698.65,42.13,612.25,850.56,661.05,65.32,189.38
11029,Brazil,Payload,1994,1994,5035.71,5019.07,5046.97,MEO,Inactive,967.28,734.85,305.36,639.78,897.45,543.44,420.8,686.95,455.0,400.21,913.76,279.24,746.14,913.56,206.62,995.01,655.48,712.86,63.19,853.69,8.34,821.89,796.91,455.68,115.51,25.17,742.2,952.61,175.47,60.48,924.52,479.87,917.1,509.04,704.38,625.69,823.07,597.17,157.63,115.57
11030,United States,Debris,1993,1993,21807.36,21774.11,21843.48,GEO,Active,163.51,816.75,788.0,485.81,300.08,353.9,623.47,250.28,47.84,968.03,960.16,163.93,774.59,328.32,350.14,228.83,364.48,444.11,925.89,13.64,756.09,524.75,964.93,474.48,561.85,743.07,784.45,641.7,654.93,334.99,549.91,842.48,677.08,379.81,870.22,799.55,632.2,541.45,304.41,977.62
11031,Japan,Payload,2023,2023,17068.6,17046.23,17080.87,MEO,Active,656.66,585.3,726.04,20.16,872.19,670.44,864.09,405.24,898.0,140.21,104.74,351.64,962.62,702.99,821.37,777.29,732.38,510.82,191.76,36.92,873.61,576.77,786.8,407.13,660.36,398.89,270.7,417.06,115.01,621.06,280.98,300.48,141.29,834.0,902.8,687.08,737.66,674.77,992.51,409.94
11032,Italy,Debris,1990,1990,25244.34,25227.78,25286.5,GEO,Inactive,722.78,38.89,249.56,217.41,760.06,734.6,987.46,805.98,898.17,127.81,213.46,93.62,804.45,847.42,624.4,784.36,286.6,591.16,678.56,805.81,809.9,750.24,272.37,209.03,132.16,538.99,10.94,547.56,120.9,405.1,257.38,322.75,118.03,717.37,28.66,175.0,408.24,801.66,592.96,943.8
11033,Germany,Debris,2007,2007,33069.91,33029.33,33106.64,GEO,Inactive,289.28,24.69,732.23,901.8,641.98,683.85,609.86,214.26,43.32,301.26,577.09,190.36,126.87,692.0,859.5,131.12,927.94,477.47,754.65,312.26,388.14,669.17,784.43,331.33,302.07,181.71,858.07,4.49,92.12,810.15,804.3,82.83,623.28,885.0,190.76,634.99,24.53,770.81,642.26,111.28
11034,Canada,Payload,2016,2016,15882.64,15836.67,15886.19,MEO,Inactive,412.71,263.12,724.47,976.32,375.27,886.57,44.9,476.33,889.86,523.08,231.78,672.98,308.45,920.12,897.41,135.76,614.96,224.32,491.27,889.13,513.1,767.15,425.17,605.58,657.38,863.42,20.57,161.96,102.87,266.74,233.08,160.59,461.08,691.69,845.24,397.37,379.61,357.19,234.81,554.52
11035,Brazil,Debris,1995,1995,19521.74,19516.09,19533.02,MEO,Inactive,997.62,955.75,87.07,12.92,577.38,817.88,424.1,149.79,496.61,421.95,792.02,583.52,852.78,407.12,201.65,449.54,314.71,869.71,832.57,736.89,119.65,396.41,252.82,838.01,229.21,716.3,37.65,450.41,502.88,542.43,801.3,504.63,199.64,578.35,858.49,508.76,223.68,920.92,961.61,273.93
11036,Canada,Debris,1992,1992,4275.52,4265.4,4300.92,MEO,Inactive,273.3,333.41,774.26,447.44,723.97,525.22,782.73,291.01,821.79,411.26,327.26,486.27,834.6,991.15,550.5,236.68,943.74,675.36,224.9,863.75,999.52,965.33,219.13,218.99,501.06,839.45,199.14,451.16,727.8,606.11,946.63,959.8,487.02,362.6,44.47,564.08,202.14,64.39,448.62,357.2
11037,Australia,Payload,2018,2018,14858.47,14822.52,14901.69,MEO,Inactive,25.86,657.15,140.67,399.25,599.47,183.5,381.58,90.17,818.84,273.34,834.84,641.79,724.22,156.87,829.25,756.0,295.05,566.75,601.33,756.8,896.46,857.46,358.62,676.5,981.8,579.54,811.25,409.1,205.12,446.69,986.63,647.8,966.61,54.18,433.65,954.17,826.33,433.13,549.95,334.74
11038,India,Payload,2018,2018,24881.69,24840.31,24890.06,GEO,Active,670.41,498.76,596.06,555.76,26.96,961.27,637.44,946.5,737.66,626.45,805.72,582.59,855.94,695.5,482.51,589.01,511.7,646.98,937.54,290.73,948.85,843.62,889.73,721.71,913.44,477.56,19.86,164.05,118.51,184.9,447.64,964.27,424.27,742.53,521.57,445.89,337.96,107.8,75.42,14.7
11039,Germany,Payload,2024,2024,16521.35,16473.45,16522.6,MEO,Inactive,251.15,24.21,438.37,745.99,870.36,771.81,966.51,961.95,748.32,291.95,406.58,35.79,925.36,38.12,479.64,63.16,588.84,366.57,119.85,471.81,536.71,368.43,39.18,213.95,437.75,342.29,207.13,31.36,842.35,82.9,883.99,837.05,997.39,280.1,507.12,564.32,468.39,224.55,75.99,969.08
11040,Germany,Debris,2024,2024,5551.74,5538.44,5580.59,MEO,Active,11.66,656.53,957.28,252.69,181.36,416.6,488.27,105.39,879.67,61.28,584.07,753.53,123.96,593.84,534.68,361.43,449.73,549.26,420.4,784.78,521.35,340.71,998.16,663.02,49.45,25.82,868.07,830.68,139.04,469.14,876.54,659.43,182.91,614.92,572.46,87.7,824.79,726.74,95.05,448.66
11041,United States,Debris,2006,2006,20469.54,20448.06,20473.9,GEO,Active,776.64,312.24,590.53,714.67,203.58,511.35,187.98,82.21,184.36,358.95,115.22,1.53,598.35,471.98,602.91,642.79,487.24,564.87,429.17,16.91,376.25,752.47,245.03,700.82,237.13,992.46,334.02,298.82,514.26,115.29,498.84,91.59,446.45,700.01,516.37,121.86,316.29,400.41,786.46,182.1
11042,Japan,Payload,1994,1994,17650.41,17632.31,17669.62,MEO,Active,376.6,485.12,790.64,9.85,500.36,882.71,628.56,33.94,170.15,174.42,288.35,893.78,498.81,810.46,639.4,854.42,312.0,422.99,927.66,203.97,750.43,932.05,787.76,830.08,703.52,178.31,653.9,754.32,335.21,491.52,394.44,695.48,743.14,922.91,762.8,320.09,324.57,46.96,594.76,299.17
11043,South Korea,Debris,1993,1993,23413.87,23385.42,23414.38,GEO,Active,518.54,512.78,83.63,27.54,536.85,209.88,624.26,765.41,280.01,623.14,421.69,694.82,507.91,115.27,942.87,907.19,994.92,413.07,315.82,385.82,238.04,358.16,328.21,352.33,873.1,338.83,211.22,231.58,350.57,20.92,558.68,983.32,320.86,407.69,836.71,762.32,220.83,505.12,443.97,432.02
11044,Israel,Debris,2022,2022,5641.63,5607.99,5643.16,MEO,Active,983.5,90.67,107.21,379.9,667.63,793.04,113.87,663.44,533.78,434.49,488.37,850.96,348.72,848.98,290.23,997.37,498.34,801.4,296.64,139.9,720.23,533.76,162.54,137.54,18.69,984.89,21.78,375.14,76.44,624.42,848.55,426.67,47.85,790.0,760.15,427.19,223.62,956.17,67.28,500.49
11045,China,Debris,2005,2005,14255.12,14242.97,14267.9,MEO,Active,802.85,589.33,140.03,749.81,579.08,852.74,737.93,194.22,526.88,804.03,746.03,272.59,15.39,579.77,947.91,557.16,492.68,814.52,908.74,703.05,179.63,687.24,584.48,982.63,24.48,317.34,576.8,137.0,318.63,565.74,159.71,186.64,284.28,641.76,222.46,603.42,483.08,355.74,551.21,135.11
11046,Germany,Rocket Body,2008,2008,25406.05,25363.26,25436.25,GEO,Active,579.25,214.35,21.59,508.55,388.48,50.95,546.95,682.92,104.53,428.85,930.23,384.6,210.04,784.6,104.21,389.32,461.65,481.96,437.36,544.41,158.68,136.46,426.7,653.25,288.99,331.72,672.48,792.64,959.64,432.89,526.85,658.52,469.35,181.08,731.83,371.9,366.05,191.55,79.17,89.8
11047,Italy,Rocket Body,2001,2001,4306.07,4287.38,4355.94,MEO,Inactive,322.64,247.69,948.83,307.79,328.63,659.22,410.9,449.09,294.41,389.46,908.9,779.32,340.94,459.92,63.06,608.16,234.51,905.8,986.98,786.26,903.52,745.24,605.4,977.63,626.32,863.32,136.12,134.46,793.18,574.01,894.67,84.37,284.47,8.62,627.06,916.26,719.16,313.55,97.25,442.85
11048,Australia,Payload,2008,2008,17564.33,17522.84,17606.18,MEO,Inactive,134.98,579.14,298.84,967.1,937.03,891.04,699.66,747.66,585.19,891.4,979.38,722.58,572.47,851.15,394.05,441.59,358.71,29.77,936.96,451.71,610.78,722.57,648.52,78.66,607.95,510.92,826.46,694.97,328.12,597.29,600.3,503.32,32.2,410.89,513.64,162.3,871.94,627.27,429.46,604.34
11049,Japan,Debris,2002,2002,21638.56,21593.57,21673.54,GEO,Inactive,738.44,167.33,98.19,949.56,525.06,470.64,684.83,97.15,550.5,754.81,878.81,599.61,410.75,118.43,881.77,193.88,197.33,200.51,905.66,652.56,43.91,579.99,543.34,94.6,713.73,155.42,729.52,86.76,302.0,616.2,629.73,785.21,818.68,900.19,228.72,576.26,931.7,366.24,292.13,779.85
11050,Italy,Payload,2005,2005,13737.24,13709.51,13743.42,MEO,Inactive,590.88,568.54,383.76,786.59,202.26,862.81,640.18,222.19,290.04,606.24,891.64,133.34,416.68,411.75,801.59,126.46,926.2,91.24,941.66,196.83,881.02,852.47,666.33,406.53,700.72,131.83,314.2,829.52,402.14,152.52,731.32,738.87,692.36,371.32,152.8,947.11,523.37,187.5,25.84,503.15
11051,Australia,Payload,2000,2000,16751.79,16728.37,16760.67,MEO,Inactive,372.95,341.39,566.13,310.5,359.0,811.38,224.7,322.28,437.0,291.77,759.62,262.3,67.1,475.61,717.61,90.63,273.47,707.45,728.96,800.83,203.42,358.0,535.62,942.0,805.42,835.2,270.09,452.96,978.39,979.16,225.45,243.46,5.65,513.03,249.07,423.4,875.2,393.71,487.9,646.37
11052,Germany,Rocket Body,2003,2003,4656.93,4655.59,4684.79,MEO,Active,99.95,478.8,564.37,707.63,696.99,383.18,874.12,599.72,652.46,993.39,869.05,144.69,331.72,570.37,245.95,592.88,783.63,860.46,984.88,40.76,461.22,811.41,538.83,359.27,808.04,210.23,117.21,59.16,987.74,20.43,231.26,644.79,279.41,659.4,78.98,255.01,25.69,805.73,176.18,207.96
11053,Russia,Debris,1992,1992,18234.71,18222.01,18272.73,MEO,Inactive,4.51,917.56,161.54,499.11,215.06,405.6,708.15,883.34,458.53,341.36,35.99,246.63,444.95,104.55,889.56,675.36,708.93,616.29,414.33,103.83,899.06,933.22,255.9,957.48,105.96,967.67,881.05,946.7,323.13,212.04,6.5,704.48,363.25,418.01,314.52,551.45,229.19,860.73,651.78,682.59
11054,France,Payload,1994,1994,18153.36,18116.08,18199.29,MEO,Active,466.61,769.81,312.25,672.05,349.38,582.16,399.89,454.82,118.84,704.48,171.3,667.61,755.83,253.05,637.41,761.73,440.96,629.38,804.28,999.87,239.37,541.19,229.27,765.1,204.1,915.17,779.01,634.2,3.61,55.02,345.27,345.21,683.91,485.03,605.73,569.84,272.41,244.17,300.96,357.78
11055,Italy,Debris,2009,2009,25054.41,25027.27,25059.11,GEO,Inactive,765.22,333.15,871.32,204.38,844.14,168.07,319.02,26.09,365.34,691.27,446.55,696.23,425.61,87.57,250.35,547.0,163.54,349.12,763.41,418.83,779.36,401.56,412.39,428.56,189.63,42.77,310.5,493.93,163.43,904.91,355.56,405.4,638.79,674.11,552.35,640.8,945.59,796.38,864.52,268.64
11056,Israel,Rocket Body,2003,2003,28942.47,28931.83,28968.69,GEO,Inactive,999.27,658.59,709.02,544.76,938.84,735.38,403.47,735.97,985.02,349.62,620.18,463.19,360.72,115.06,861.2,777.31,170.11,62.01,727.31,743.49,656.95,59.09,263.75,360.62,348.4,538.13,45.37,136.28,27.56,539.33,835.71,712.2,511.34,651.42,943.47,522.4,752.82,574.93,558.16,823.32
11057,France,Debris,1998,1998,1139.52,1110.14,1188.62,LEO,Inactive,182.49,376.4,977.84,41.0,335.46,182.08,670.76,890.64,400.42,368.68,276.06,505.04,493.9,206.17,147.32,603.02,792.48,105.71,699.85,805.9,175.2,579.54,868.46,378.17,178.48,619.0,602.75,406.7,25.11,974.19,19.93,698.37,841.81,556.1,9.01,463.17,278.32,337.06,34.17,851.14
11058,Israel,Debris,2025,2025,3443.72,3425.27,3492.23,MEO,Active,653.64,308.38,937.24,182.16,303.83,252.51,276.67,947.4,319.11,961.93,218.38,259.07,835.08,746.67,904.06,357.54,434.12,965.93,909.33,709.93,422.77,793.99,943.45,842.19,653.62,918.26,737.86,548.09,615.61,109.07,121.28,663.12,618.5,150.65,245.09,81.0,499.41,672.62,706.61,130.35
11059,China,Debris,2016,2016,28702.6,28657.8,28746.6,GEO,Active,165.99,43.65,755.72,730.2,180.27,128.97,727.41,384.22,486.16,852.64,763.52,584.76,939.24,482.77,109.73,197.32,799.63,960.55,471.61,558.65,4.79,81.92,521.55,58.02,270.63,469.99,890.14,159.4,864.99,706.44,267.85,682.66,868.31,991.87,280.43,341.36,394.84,655.84,568.41,670.68
11060,Germany,Debris,2005,2005,11907.78,11875.51,11941.63,MEO,Inactive,189.64,114.85,127.22,759.49,687.46,940.92,964.19,979.6,918.04,419.74,600.01,876.99,87.69,123.51,135.4,367.24,445.98,641.15,167.52,987.77,890.94,865.79,921.77,569.33,225.45,177.42,932.66,141.49,746.25,163.46,353.24,98.73,773.28,681.31,530.92,200.91,777.8,16.1,169.08,369.87
11061,United States,Rocket Body,1997,1997,17341.44,17329.52,17364.35,MEO,Inactive,814.33,836.22,444.86,45.55,95.22,732.6,484.59,422.1,784.61,609.2,639.79,339.28,750.37,932.9,446.44,158.34,304.24,678.74,467.01,264.64,13.69,310.6,638.73,820.55,7.37,377.08,38.14,927.6,751.58,265.47,264.52,600.13,910.85,335.78,410.72,695.92,723.04,812.47,314.28,971.76
11062,Israel,Rocket Body,2010,2010,33090.79,33058.96,33113.94,GEO,Inactive,275.83,411.81,88.71,819.95,945.37,295.82,68.41,49.98,555.77,812.09,223.25,875.93,308.81,7.91,32.32,183.59,139.33,869.18,267.86,91.88,321.96,584.97,214.51,912.89,119.2,203.92,382.98,903.62,356.97,461.4,863.49,591.89,215.19,935.19,235.15,87.74,707.98,908.97,941.39,419.5
11063,Russia,Payload,1996,1996,32875.04,32830.83,32909.69,GEO,Inactive,899.72,590.99,434.35,407.69,12.12,210.5,859.13,477.88,925.52,381.82,126.64,448.56,569.64,348.78,447.63,457.72,317.44,809.96,182.18,189.37,391.14,427.45,580.01,9.54,908.42,920.47,126.12,605.79,899.25,642.18,781.49,515.27,184.88,535.41,567.38,702.26,669.73,179.86,634.01,413.84
11064,Israel,Debris,2019,2019,10208.4,10184.58,10216.31,MEO,Active,664.24,628.01,663.41,340.73,277.93,153.41,242.57,560.84,790.35,895.13,102.08,934.3,533.73,830.84,523.49,467.72,891.51,580.18,264.63,688.85,848.43,601.21,498.63,396.72,377.81,59.08,498.33,556.28,249.64,556.12,524.94,85.97,737.75,668.36,701.16,469.06,697.71,893.95,272.65,720.1
11065,United Kingdom,Payload,2023,2023,289.17,272.47,296.24,LEO,Inactive,485.26,682.9,470.96,182.76,123.96,724.25,253.7,877.8,837.23,564.09,488.74,401.98,132.15,684.4,189.27,604.57,394.04,852.94,75.23,936.51,586.18,572.85,412.08,719.03,686.17,621.06,323.45,261.72,542.93,932.36,257.75,339.43,621.1,834.77,969.75,325.36,72.79,409.75,739.61,106.81
11066,France,Rocket Body,2025,2025,24151.41,24119.7,24155.97,GEO,Active,485.4,780.42,773.88,155.85,699.27,319.35,308.09,704.15,686.3,334.44,758.55,472.55,630.51,173.27,691.29,808.85,173.13,648.07,393.93,216.21,786.61,291.47,713.15,242.34,9.97,795.49,26.82,800.48,450.65,663.57,589.66,114.39,62.79,500.97,126.48,484.07,613.28,409.94,693.68,360.01
11067,France,Debris,2007,2007,26258.85,26236.24,26280.61,GEO,Inactive,411.73,800.39,169.0,845.19,323.4,239.65,656.85,552.92,601.04,855.11,140.11,39.75,243.8,521.74,868.84,321.46,749.26,249.13,854.33,641.01,186.74,39.14,85.13,587.62,333.2,619.3,85.06,275.69,618.41,608.36,308.22,990.53,387.65,467.24,427.03,171.89,219.65,960.61,814.45,285.92
11068,France,Debris,2011,2011,13676.36,13651.39,13716.66,MEO,Inactive,723.42,548.12,922.99,2.33,518.31,946.53,590.35,761.29,269.52,60.41,251.44,719.29,567.33,964.48,551.94,526.55,81.06,242.37,453.74,360.48,237.7,155.91,516.23,180.68,684.03,120.3,557.15,558.71,744.68,26.44,180.66,669.42,856.56,203.49,704.54,929.02,779.74,548.21,189.82,636.9
11069,Australia,Debris,2023,2023,27401.29,27378.81,27437.8,GEO,Active,702.99,91.34,932.23,55.4,629.45,184.15,744.71,919.27,484.79,531.79,977.35,728.28,378.89,880.91,424.27,730.86,106.39,618.53,472.35,351.34,406.71,759.32,524.67,791.63,80.25,610.88,413.22,541.03,566.86,687.32,44.32,391.22,110.87,191.02,926.98,271.59,274.89,457.7,107.41,845.78
11070,South Korea,Payload,2011,2011,28479.59,28477.32,28520.5,GEO,Inactive,601.24,161.28,924.05,657.41,69.42,594.64,618.45,140.04,921.84,138.1,363.45,361.2,102.33,867.7,670.14,583.87,926.11,244.37,126.94,97.53,732.07,647.45,380.18,991.71,412.13,145.94,987.65,530.47,878.19,454.05,332.76,713.61,72.6,863.57,5.38,937.5,879.8,647.75,166.33,739.37
11071,Canada,Rocket Body,2025,2025,9082.77,9041.19,9121.07,MEO,Inactive,571.79,196.06,21.86,504.22,515.35,728.73,498.25,599.43,510.82,895.67,750.92,362.69,908.18,86.04,970.37,299.8,298.8,171.73,666.49,366.64,772.8,73.45,112.62,928.3,140.36,402.4,175.7,858.01,629.29,227.68,724.24,666.25,759.03,740.34,260.39,678.14,546.16,497.27,2.83,505.47
11072,France,Debris,2002,2002,24154.19,24134.76,24175.78,GEO,Inactive,471.35,85.15,532.58,929.06,315.89,263.08,399.13,501.55,667.0,745.72,36.41,70.75,49.43,455.63,843.04,101.42,952.18,351.56,831.49,917.98,776.14,917.9,203.4,589.04,47.77,843.96,78.03,434.52,225.84,486.9,392.98,630.42,386.63,801.39,996.8,264.41,805.57,376.99,517.46,696.93
11073,Italy,Debris,2001,2001,30338.09,30303.31,30367.06,GEO,Active,90.31,922.48,179.5,811.53,215.85,832.26,652.51,216.36,810.93,685.85,932.44,996.73,830.34,784.65,54.15,132.07,857.97,693.63,287.49,869.37,896.65,868.2,114.96,168.54,155.95,257.59,709.99,906.44,577.4,680.49,279.5,826.47,498.49,966.6,730.5,245.67,488.52,533.22,138.37,214.43
11074,UAE,Payload,2008,2008,4436.09,4421.47,4450.13,MEO,Inactive,651.0,310.16,192.65,243.9,613.35,648.65,971.57,746.83,717.9,355.62,571.54,498.79,747.78,293.77,374.5,359.77,775.6,123.02,888.63,269.91,657.73,490.01,89.02,870.69,107.64,700.05,422.42,97.84,536.25,420.92,440.01,17.1,573.53,233.16,96.79,487.6,473.61,500.01,589.4,385.48
11075,Canada,Rocket Body,2015,2015,34206.45,34182.98,34248.57,GEO,Active,146.93,331.79,720.22,266.62,979.09,642.7,883.65,819.24,747.22,11.78,920.31,775.97,866.78,775.14,201.57,15.08,943.31,784.59,978.61,138.7,409.36,384.52,402.79,548.93,880.39,987.34,33.11,577.83,767.96,377.36,620.69,203.41,535.75,388.59,652.98,179.64,945.41,451.01,181.25,234.87
