id,country,object_type,launch_year,altitude_km,orbit_type,status,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43
9798,Israel,Payload,2012,17235.79,MEO,Active,610.49,236.42,315.48,941.08,69.72,97.86,34.78,560.71,585.42,284.73,372.91,214.34,279.78,18.69,130.86,328.46,289.85,462.96,747.13,323.61,193.29,79.61,972.49,748.45,497.04,937.19,114.66,528.78,238.97,980.74,115.29,620.33,503.73,930.92,831.85,544.75,70.9,293.28,443.37,297.75,732.4,296.16,879.53
9799,South Korea,Payload,1994,15523.49,MEO,Active,124.56,738.58,272.69,198.84,315.23,149.13,95.49,458.24,733.8,853.76,806.21,932.4,178.59,723.65,99.31,515.78,923.43,888.86,271.18,787.98,392.23,289.82,901.49,556.53,547.23,796.04,941.45,29.36,765.01,490.59,919.27,657.04,259.41,661.43,542.42,751.92,330.83,251.85,847.53,264.08,947.11,815.45,47.81
9800,Russia,Payload,1962,28291.01,GEO,Active,540.12,547.26,194.06,544.8,159.03,711.47,341.12,449.8,954.46,978.68,669.04,539.09,152.79,261.56,359.53,960.22,859.3,816.58,892.48,311.06,203.75,805.27,413.2,767.72,480.31,463.19,875.9,989.42,834.61,123.46,745.13,611.78,296.92,739.3,463.3,286.56,952.98,587.61,858.61,761.83,693.37,659.84,112.49
9801,Germany,Rocket Body,1984,1724.35,LEO,Active,969.87,470.49,692.07,527.46,995.3,275.36,135.49,465.75,914.74,171.99,472.94,669.65,901.61,347.33,95.2,780.05,275.26,948.19,281.98,424.23,718.99,806.51,459.58,968.27,545.93,449.61,624.32,381.73,13.44,634.52,592.73,81.51,989.26,287.0,540.38,834.24,565.04,147.12,620.5,405.46,181.26,530.52,480.24
9802,China,Payload,1972,20925.58,GEO,Active,874.88,317.12,865.55,413.42,497.28,258.13,98.4,439.42,736.97,293.86,802.55,204.37,112.59,432.97,483.39,41.76,971.37,739.28,633.12,822.88,497.48,335.22,708.05,605.83,781.23,442.59,438.78,95.33,302.55,403.85,791.34,919.1,816.54,400.52,722.28,611.84,449.53,902.5,371.11,309.11,811.99,351.75,479.97
9803,Canada,Debris,1989,12879.09,MEO,Active,26.47,131.32,778.39,541.59,207.64,521.91,317.4,560.91,683.06,732.81,671.94,673.67,427.28,718.71,648.64,969.37,603.3,801.96,427.82,93.25,673.45,930.47,910.14,355.66,123.99,248.74,116.0,291.51,371.51,777.86,989.61,691.72,775.21,708.21,87.38,116.78,42.41,935.08,146.99,25.48,905.93,190.01,942.99
9804,Brazil,Debris,1980,29178.65,GEO,Inactive,408.4,91.93,740.87,189.98,402.04,982.86,17.68,543.31,285.83,473.24,690.22,926.5,951.29,383.38,530.5,710.0,221.02,146.44,828.11,42.46,293.18,414.46,713.4,560.64,536.57,647.74,916.69,66.1,534.31,877.39,882.2,329.67,952.49,159.28,976.04,419.58,734.86,817.14,989.35,415.91,270.88,279.96,256.44
9805,Germany,Rocket Body,1985,7011.74,MEO,Inactive,678.21,805.17,904.24,240.54,816.57,946.26,443.78,294.27,871.5,479.87,528.55,438.87,579.98,303.6,675.79,401.58,315.6,353.16,396.02,492.83,489.44,678.51,454.19,649.3,239.42,311.53,553.69,222.31,831.74,312.43,327.59,24.61,648.46,223.16,496.23,583.8,738.1,320.49,702.77,175.4,898.24,107.59,784.35
9806,France,Rocket Body,1972,14404.1,MEO,Active,206.93,254.51,920.48,129.83,320.39,647.59,157.3,254.36,178.75,474.05,596.74,291.86,745.36,252.86,126.19,276.86,132.49,411.53,891.49,34.82,407.15,165.95,915.29,924.62,226.45,634.94,125.18,20.37,239.73,994.62,310.05,727.94,142.44,253.85,203.47,705.43,789.71,813.25,790.56,283.65,605.52,156.06,421.18
9807,China,Rocket Body,1964,29308.24,GEO,Inactive,192.64,232.65,624.33,60.2,409.72,63.28,998.42,635.12,761.86,370.13,816.62,432.4,953.14,692.31,214.24,265.6,734.41,165.07,282.69,349.02,193.06,755.36,806.22,764.33,75.92,208.22,990.94,317.9,270.03,655.0,163.28,353.42,986.52,324.52,377.82,877.72,503.57,194.42,48.59,771.7,863.47,416.21,759.66
9808,South Korea,Rocket Body,2024,12976.48,MEO,Active,154.29,673.39,968.54,18.08,236.53,188.39,708.53,41.59,167.0,565.04,857.8,159.48,807.34,212.51,566.8,694.42,259.43,541.73,494.0,754.85,270.26,755.15,732.84,698.52,113.31,854.67,843.79,519.19,906.5,518.46,744.57,894.84,993.55,213.51,911.04,311.83,206.4,104.46,593.38,109.19,913.68,915.98,842.38
9809,Italy,Payload,2007,10326.32,MEO,Inactive,792.37,526.76,342.65,505.86,559.71,114.4,294.95,187.46,872.94,87.43,202.34,23.17,46.28,78.0,137.13,858.88,537.54,990.43,515.61,891.72,973.55,695.02,662.43,576.46,201.12,684.88,404.46,975.49,482.72,224.24,438.4,411.43,510.52,739.05,609.63,988.12,738.94,481.06,446.6,574.82,74.78,278.56,678.04
9810,Italy,Rocket Body,1974,7738.08,MEO,Inactive,388.12,202.91,493.9,353.83,799.27,779.98,815.43,389.07,279.81,949.96,410.27,592.98,553.43,925.46,329.33,841.36,886.11,674.78,783.95,97.01,881.26,20.44,462.59,155.46,69.57,135.34,339.56,576.02,377.23,101.15,408.89,708.8,104.91,539.71,127.89,460.55,533.93,754.13,253.83,462.89,533.25,822.38,507.65
9811,Russia,Rocket Body,1970,4958.64,MEO,Inactive,367.4,320.62,372.65,964.62,363.69,198.48,725.57,485.67,767.23,396.67,43.71,457.04,670.13,979.7,100.73,583.18,388.05,577.39,759.92,986.63,775.86,745.26,289.58,48.82,832.03,437.12,906.01,259.64,634.92,360.89,190.54,434.4,648.58,270.94,264.61,353.24,750.22,996.52,452.07,865.41,512.98,266.81,469.87
9812,Australia,Debris,1986,25079.1,GEO,Inactive,801.46,142.58,649.28,38.93,386.18,810.24,461.7,188.86,437.3,36.62,789.8,330.96,537.66,771.58,947.67,958.23,460.9,942.12,232.11,692.03,770.93,167.74,658.33,198.1,834.21,460.84,211.65,352.58,930.85,491.55,838.18,981.54,62.94,588.65,613.17,205.82,297.42,613.38,291.92,94.92,802.58,260.04,748.57
9813,Japan,Payload,2005,25110.51,GEO,Inactive,748.99,676.9,652.01,30.0,582.02,44.21,127.42,378.18,243.5,815.4,320.31,26.74,289.32,479.3,47.72,67.04,205.3,828.18,593.13,114.23,670.58,548.01,127.63,273.27,2.68,997.35,746.26,871.27,26.78,629.25,258.19,225.12,340.59,236.29,729.96,311.01,464.57,824.59,543.45,649.05,310.77,672.66,573.39
9814,Italy,Rocket Body,1996,12014.15,MEO,Inactive,944.35,994.61,551.53,223.41,377.2,268.12,928.91,106.29,593.73,680.1,453.76,635.84,429.58,962.81,480.03,74.51,792.06,233.62,642.17,302.48,665.56,650.69,451.51,690.14,551.02,979.86,193.99,687.87,723.46,100.19,719.75,293.22,308.17,687.18,26.25,563.03,233.57,922.18,588.53,362.42,331.84,669.62,605.38
9815,UAE,Rocket Body,1975,6003.22,MEO,Active,570.16,624.23,721.45,773.25,75.09,885.43,73.92,899.12,816.09,839.04,93.49,583.85,433.41,336.84,592.47,249.61,152.87,561.8,509.07,613.71,747.77,51.18,499.49,480.55,189.22,307.92,234.09,186.38,996.63,197.07,904.12,696.88,303.24,501.47,290.4,873.12,233.76,370.64,560.68,317.2,183.14,387.18,251.01
9816,Brazil,Payload,1991,34793.73,GEO,Active,154.74,44.17,385.99,702.23,881.96,380.42,880.09,581.03,236.38,177.81,197.47,994.64,520.1,412.05,816.17,627.83,294.37,484.73,487.85,595.71,312.45,813.53,463.01,304.08,429.34,488.97,53.07,114.71,790.54,704.67,34.14,635.72,35.06,215.05,354.98,10.75,581.69,60.44,202.5,818.96,364.11,573.39,729.23
9817,United States,Rocket Body,2020,28557.79,GEO,Inactive,916.12,547.6,905.16,564.9,57.55,698.41,229.0,886.22,163.32,78.42,379.49,840.94,61.61,906.06,313.31,700.06,182.85,794.0,128.47,155.5,973.75,238.14,192.36,686.19,615.55,2.15,428.08,930.64,658.43,668.41,264.99,404.84,180.92,659.03,151.2,204.92,288.4,926.07,710.98,355.03,592.0,422.17,217.11
9818,Italy,Payload,2025,29684.51,GEO,Active,430.08,869.27,354.68,464.27,937.31,438.7,29.36,558.69,117.74,14.13,80.98,282.63,7.16,757.7,126.81,152.05,369.59,847.55,459.18,113.41,805.33,274.44,531.27,537.79,427.87,904.67,762.81,524.72,553.0,693.7,52.79,860.29,158.83,57.96,419.16,922.12,98.88,336.17,344.28,968.01,431.27,409.74,945.12
9819,Germany,Payload,1965,17666.1,MEO,Active,149.22,703.43,133.3,606.04,764.83,594.23,663.84,999.09,648.45,772.85,101.63,366.66,555.82,845.96,668.43,720.78,217.7,250.49,770.97,233.83,580.44,729.28,836.16,876.37,90.11,579.91,52.6,279.84,790.0,117.1,83.29,431.02,541.36,41.78,925.26,430.92,616.44,49.92,775.09,952.22,588.9,898.44,575.39
9820,Japan,Payload,2018,34554.28,GEO,Inactive,182.4,445.15,884.49,354.41,227.74,310.04,613.34,760.49,708.85,504.39,725.94,150.2,945.1,626.88,134.78,42.19,423.48,780.46,221.22,209.43,72.16,881.31,950.94,967.71,311.57,217.88,295.9,236.3,558.12,323.1,599.43,454.74,4.34,446.0,507.49,465.03,703.24,88.3,615.82,394.26,279.45,491.24,218.0
9821,Australia,Payload,1981,15791.37,MEO,Inactive,968.82,981.61,484.5,326.5,486.72,347.29,747.77,973.96,682.42,709.78,654.36,28.66,537.08,896.86,677.68,442.77,143.55,265.14,430.64,662.65,953.51,390.71,584.8,640.51,398.69,676.98,151.21,496.18,610.77,561.99,37.52,20.87,1.04,503.67,722.15,550.92,181.76,378.31,532.24,452.04,498.34,246.45,372.24
9822,Canada,Debris,2013,22445.28,GEO,Active,964.79,987.5,140.72,784.55,453.06,402.59,409.86,477.85,730.38,819.93,690.25,288.25,141.58,858.56,356.61,10.98,232.52,791.33,76.55,46.49,94.53,760.65,610.75,260.07,246.63,588.37,651.42,288.1,946.39,612.71,97.01,509.92,637.7,480.43,583.71,750.0,285.63,632.9,708.93,542.6,961.34,255.87,465.59
9823,Canada,Debris,1979,22923.27,GEO,Inactive,651.02,639.8,602.69,259.14,395.41,29.55,180.26,791.99,194.81,489.45,416.2,504.12,600.56,1.02,836.98,407.43,562.19,191.16,734.27,306.76,277.66,235.26,766.71,605.91,581.0,276.1,258.03,73.9,628.68,860.84,777.17,648.97,211.95,768.05,198.82,214.73,466.98,865.01,484.42,177.91,4.23,751.33,634.46
9824,South Korea,Payload,1962,20598.63,GEO,Active,789.67,366.11,278.55,256.13,952.14,844.03,647.02,395.06,1.47,643.77,351.29,700.24,320.55,78.79,560.04,437.27,423.13,584.97,889.16,297.1,658.42,611.27,261.21,767.25,83.87,621.22,246.91,146.55,630.59,203.41,122.34,1.88,609.68,313.49,946.81,931.73,264.72,24.03,545.9,314.14,434.49,221.77,308.79
9825,United States,Debris,1994,24028.14,GEO,Active,341.29,760.33,333.45,424.57,563.65,750.19,853.55,198.36,825.93,34.07,462.66,39.21,68.72,158.17,661.67,603.64,784.92,666.77,225.85,79.27,136.77,638.73,266.5,800.71,137.83,512.12,266.74,830.52,663.05,964.13,90.29,457.38,695.6,729.23,494.09,285.63,392.41,762.58,240.44,691.01,937.3,480.27,867.64
9826,Israel,Rocket Body,2018,26258.48,GEO,Inactive,934.05,892.65,478.36,903.33,43.68,148.36,772.38,490.45,650.55,183.48,415.77,799.34,801.5,982.24,399.73,448.24,267.01,275.92,242.85,168.8,353.65,621.64,31.57,563.03,417.0,119.83,665.8,976.12,331.8,122.52,663.33,248.58,1.0,204.8,863.29,54.23,685.69,215.55,952.24,764.79,201.53,835.64,110.33
9827,Australia,Rocket Body,2019,33952.81,GEO,Inactive,43.56,871.15,39.26,464.04,497.97,729.87,456.8,671.2,447.43,302.48,299.61,700.17,89.28,39.52,498.14,360.57,105.23,676.79,211.32,373.22,934.92,928.27,267.33,279.93,254.06,380.72,424.45,375.35,246.72,298.94,482.01,489.01,324.44,882.2,897.82,741.65,677.48,339.58,921.0,407.02,764.95,868.4,158.52
9828,South Korea,Rocket Body,2006,14736.15,MEO,Inactive,191.56,663.21,753.06,702.59,74.04,511.06,349.65,76.44,165.65,930.39,486.23,976.43,824.96,336.64,965.88,515.51,885.48,732.18,936.27,60.2,371.76,119.2,623.62,14.09,300.3,421.02,962.75,628.55,675.46,818.23,965.74,628.19,769.03,564.82,540.05,148.51,452.32,738.53,206.72,172.68,907.61,312.43,825.66
9829,Canada,Payload,2002,5941.04,MEO,Inactive,688.87,714.16,236.02,578.41,106.86,68.03,782.19,710.22,596.49,116.26,968.89,680.41,999.18,193.57,429.74,751.01,358.82,526.14,190.17,186.6,320.93,446.41,830.53,476.6,752.1,192.93,945.21,4.49,979.81,217.91,869.76,520.71,72.68,329.03,917.72,665.28,789.85,4.79,721.68,787.01,77.33,974.92,704.59
9830,Brazil,Payload,1963,21843.62,GEO,Active,930.91,355.56,705.65,707.99,673.1,516.9,308.94,397.53,659.61,527.48,517.04,561.69,912.78,627.14,139.72,267.8,529.2,293.37,182.06,326.07,86.83,601.57,637.43,433.38,841.67,608.57,416.88,327.23,810.95,973.12,369.99,158.78,183.54,842.95,565.79,62.74,603.94,537.3,384.36,40.11,631.53,637.76,361.7
9831,China,Rocket Body,2007,14942.12,MEO,Active,709.95,708.12,65.09,702.28,941.91,983.93,895.74,225.73,741.57,509.14,674.68,525.68,808.9,879.03,232.31,965.69,346.99,959.6,569.77,273.21,167.58,252.28,766.33,5.05,801.74,911.57,901.75,841.34,206.26,936.18,354.99,166.69,509.09,413.75,163.35,85.5,60.14,929.17,251.96,494.31,18.88,485.15,941.49
9832,Israel,Payload,1978,16944.43,MEO,Inactive,519.33,943.26,923.68,830.47,876.86,690.76,796.07,310.97,844.9,369.35,230.56,68.34,401.68,398.88,980.81,6.56,573.07,726.32,596.88,425.43,245.99,453.8,662.85,34.05,558.14,142.12,154.22,788.56,818.63,446.47,419.41,356.65,898.01,935.12,905.04,30.69,222.53,685.58,613.51,691.23,818.2,376.08,450.54
9833,Brazil,Debris,1972,34245.99,GEO,Inactive,64.54,968.08,482.43,544.86,502.06,235.36,36.98,997.18,440.44,717.22,343.64,114.76,611.07,576.71,818.47,941.42,533.37,539.52,833.24,371.76,828.14,593.08,720.21,295.04,389.67,124.64,277.35,729.56,263.36,115.42,221.16,804.81,144.8,950.48,706.22,388.53,911.72,742.74,522.14,396.44,390.02,217.47,911.83
9834,Russia,Debris,1963,19685.96,MEO,Active,603.42,49.25,937.03,992.58,381.81,432.26,718.49,177.53,81.15,410.91,0.97,494.16,909.62,132.99,62.03,734.52,519.94,681.05,320.38,983.35,35.3,392.14,600.91,218.78,280.73,496.82,654.51,896.18,874.58,694.37,503.02,478.79,562.8,679.8,302.77,591.44,771.14,37.26,264.07,673.93,824.85,636.09,797.76
9835,UAE,Payload,1961,1502.17,LEO,Active,866.78,562.32,124.05,763.71,513.93,217.93,777.41,702.95,292.36,178.37,329.55,198.05,57.24,832.28,480.69,47.59,53.36,959.48,989.88,436.69,879.74,437.19,283.41,615.62,923.81,463.37,793.85,965.84,608.27,153.52,177.46,615.57,15.86,628.27,443.69,535.56,326.31,138.35,806.37,48.15,559.07,601.83,721.08
9836,Russia,Payload,2022,15413.0,MEO,Active,61.89,596.51,73.48,437.13,115.9,459.21,128.8,506.91,769.93,137.03,477.04,216.62,16.35,729.01,363.7,298.37,748.18,304.25,868.27,150.78,538.57,826.8,233.93,814.85,487.2,903.14,0.41,59.79,287.7,478.5,418.37,323.55,473.05,917.47,377.45,149.74,933.83,955.86,733.4,403.03,862.28,220.49,51.79
9837,United States,Payload,2018,18034.55,MEO,Active,448.51,881.3,102.78,388.35,51.51,758.07,488.26,689.2,693.43,20.17,842.71,29.52,853.12,814.6,333.62,132.91,856.73,656.5,281.79,552.29,821.28,649.13,363.93,531.81,408.93,529.46,254.39,672.73,719.77,972.41,704.62,837.78,756.03,264.1,937.69,626.03,858.82,435.45,54.01,35.16,750.88,557.0,965.07
9838,Israel,Payload,1962,3551.19,MEO,Inactive,963.77,335.52,166.86,719.95,441.9,673.32,364.88,691.05,15.06,716.25,870.86,210.76,35.81,184.09,659.08,538.4,136.31,447.03,706.73,55.72,975.06,1.67,395.89,484.65,521.1,167.2,517.48,686.25,120.29,774.08,640.03,664.06,753.9,493.34,72.34,525.21,0.61,795.74,17.54,511.03,772.86,313.93,180.94
9839,China,Debris,2015,25417.78,GEO,Inactive,559.23,146.03,460.8,564.18,375.82,748.59,289.13,372.06,39.97,825.19,403.78,280.72,346.26,182.54,21.36,112.71,557.88,665.5,688.77,652.95,481.49,36.06,750.86,9.6,872.21,666.09,218.48,623.92,701.93,986.66,907.36,264.7,496.75,499.4,18.7,907.0,407.3,665.99,854.06,935.94,177.05,578.15,153.34
9840,Israel,Payload,1979,27148.4,GEO,Active,25.76,430.64,548.62,235.42,454.27,528.01,350.48,834.48,964.78,219.65,402.78,47.4,490.4,56.9,642.31,804.27,70.46,345.95,708.77,427.25,274.53,702.23,283.98,953.52,702.17,906.61,621.99,852.71,620.77,388.62,462.05,509.61,27.61,286.25,18.42,784.55,780.49,550.57,809.6,259.35,824.27,526.13,44.7
9841,Germany,Payload,1987,14059.4,MEO,Active,516.86,895.13,775.44,832.44,529.33,896.04,287.96,824.83,837.93,490.66,682.96,386.31,915.65,66.53,769.92,312.43,31.11,866.49,374.3,950.34,460.92,384.23,594.38,283.7,622.42,265.8,542.04,141.91,966.2,19.35,867.78,884.32,42.95,681.58,775.07,97.56,479.75,513.52,532.66,480.89,875.41,945.79,963.99
9842,South Korea,Payload,2005,14157.14,MEO,Active,34.38,483.78,80.36,433.52,763.76,712.53,874.98,212.5,719.07,203.12,435.27,54.16,43.56,463.06,417.44,451.16,723.67,966.51,700.14,389.44,814.48,650.7,775.99,678.93,548.92,174.66,352.67,755.24,121.08,208.28,647.89,80.39,622.56,139.65,250.95,323.29,664.8,408.44,594.99,811.78,608.96,976.52,850.75
9843,Israel,Rocket Body,1971,27198.75,GEO,Inactive,290.62,811.14,196.5,512.77,181.04,101.87,963.48,642.26,818.26,146.29,236.46,944.93,111.28,894.97,767.42,436.13,212.8,219.32,916.45,273.62,880.41,209.24,751.59,535.01,403.32,495.65,951.77,657.15,167.06,253.68,634.63,667.43,394.57,414.53,793.03,230.77,223.8,645.77,272.68,906.17,919.97,890.5,775.02
9844,United States,Debris,1963,20935.33,GEO,Inactive,513.38,867.07,707.79,524.41,765.36,324.0,603.68,955.28,604.94,218.0,621.63,530.92,858.59,726.09,609.92,192.21,571.2,721.69,151.65,296.34,91.09,489.2,317.4,595.04,985.29,290.37,500.6,921.43,541.92,546.19,314.17,803.32,247.31,7.3,261.93,661.84,802.31,217.67,229.0,217.44,809.02,791.95,193.99
9845,India,Debris,1982,12484.98,MEO,Inactive,275.56,414.03,343.46,343.56,725.24,401.51,408.59,882.56,339.77,280.44,397.99,833.92,729.05,444.15,144.94,953.7,787.53,691.51,752.3,447.12,738.3,567.81,847.98,143.74,280.59,986.88,221.43,207.48,283.56,500.07,387.63,370.6,750.94,571.11,19.89,373.48,85.46,158.12,616.64,98.18,705.72,438.62,882.49
9846,Germany,Payload,1998,22119.8,GEO,Active,684.68,306.19,106.55,114.19,68.08,4.83,724.57,510.55,711.38,306.22,662.33,738.42,188.41,141.28,542.27,889.74,506.55,818.79,250.18,912.44,902.72,365.57,339.94,775.72,930.18,381.07,380.25,557.91,890.22,881.43,241.84,740.12,713.21,681.93,686.2,800.99,525.93,847.08,378.64,138.93,582.32,555.21,99.57
9847,South Korea,Rocket Body,2014,30003.39,GEO,Inactive,77.26,2.04,842.7,984.97,822.49,875.27,343.85,764.43,71.58,558.46,97.08,29.98,326.43,519.55,706.97,79.56,74.22,37.26,300.19,110.45,201.29,198.95,961.95,370.32,462.04,292.07,241.22,430.66,293.64,319.69,383.63,976.97,360.17,639.0,608.78,652.38,706.89,622.05,832.78,256.85,755.23,306.05,484.59
9848,Israel,Debris,2011,35478.87,GEO,Inactive,1.98,828.21,253.21,833.02,241.33,515.2,762.07,598.24,196.6,635.66,776.16,311.73,832.01,966.78,586.88,638.58,291.94,592.57,147.79,154.69,998.9,393.37,515.35,293.21,495.58,849.92,144.33,591.41,912.4,656.53,168.6,861.07,961.02,485.58,213.22,722.28,466.41,932.18,521.95,855.8,560.76,421.59,207.26
9849,China,Payload,1989,33825.58,GEO,Active,197.22,400.56,210.97,572.04,465.42,599.09,750.12,845.04,715.98,607.63,5.65,387.86,452.35,870.73,460.86,631.94,826.07,799.81,661.17,507.78,623.61,882.4,524.78,488.34,584.21,102.94,526.32,126.53,834.83,400.56,205.15,587.32,255.25,413.87,837.53,983.23,195.17,124.57,538.77,858.04,852.51,920.07,313.94
9850,United Kingdom,Payload,1983,6945.59,MEO,Inactive,388.33,853.71,31.53,686.85,101.41,735.1,315.59,306.92,476.9,830.75,653.85,670.6,814.8,238.89,66.96,332.98,503.84,315.39,317.11,294.94,388.88,730.69,976.47,431.65,462.04,780.72,610.82,761.56,314.92,336.79,608.87,273.93,815.49,100.13,180.29,815.08,295.14,52.73,329.27,639.25,91.89,718.41,658.27
9851,Russia,Payload,1965,1316.9,LEO,Inactive,222.75,600.76,227.47,87.44,226.22,402.59,355.04,302.71,914.0,540.72,251.38,390.28,126.87,730.12,896.09,647.97,574.48,763.1,894.29,373.77,716.03,759.83,724.24,725.38,664.01,54.11,485.24,513.12,338.2,798.74,786.72,620.42,481.34,998.06,244.7,622.07,952.57,221.98,651.97,223.83,141.36,488.74,128.63
9852,France,Debris,1995,8182.72,MEO,Inactive,750.83,665.3,835.93,799.04,468.79,735.36,735.05,688.27,928.63,789.9,261.38,337.75,532.16,407.72,926.09,933.27,131.64,273.16,866.83,794.47,457.31,239.22,920.96,611.83,282.61,545.13,435.28,668.6,852.97,633.57,216.37,735.75,58.39,894.51,211.81,125.27,22.77,259.88,180.9,573.91,22.0,536.39,754.43
9853,China,Payload,1982,995.61,LEO,Inactive,180.1,567.7,102.97,832.46,567.92,275.42,654.37,737.26,814.74,62.71,655.49,6.02,27.3,498.25,875.87,847.31,69.31,627.55,533.22,865.31,648.49,132.64,797.43,181.53,415.86,193.46,708.24,416.13,50.98,588.48,109.58,448.47,664.26,556.52,201.87,212.26,400.33,101.81,468.15,234.51,959.22,842.74,507.02
9854,UAE,Rocket Body,1978,15292.91,MEO,Inactive,545.24,606.07,660.77,460.67,865.92,519.81,591.16,781.22,446.06,33.94,485.18,0.81,48.25,429.58,691.95,401.68,360.79,357.86,120.44,203.45,621.65,391.24,65.05,853.16,265.55,287.51,847.62,640.51,114.75,837.69,537.03,408.83,956.48,90.22,720.64,933.22,368.39,336.76,163.66,792.15,826.77,590.02,226.45
9855,France,Debris,2017,4571.89,MEO,Inactive,705.52,65.25,7.27,659.02,705.54,6.8,79.61,299.14,997.92,850.01,117.1,309.44,318.37,992.59,727.49,414.9,911.75,528.6,625.67,958.74,23.25,469.62,848.74,685.63,867.4,273.11,132.91,21.78,969.56,781.56,557.26,156.99,685.11,710.0,947.34,924.28,338.2,406.52,544.66,732.72,860.81,744.33,237.3
9856,United Kingdom,Debris,2014,14150.52,MEO,Active,566.57,808.45,194.1,368.85,788.12,196.03,952.32,727.69,776.93,336.09,41.14,108.61,323.69,217.12,705.07,336.86,117.18,541.42,382.45,977.62,962.48,193.72,812.97,95.52,80.67,422.16,966.0,957.62,523.31,21.76,591.59,15.81,817.81,166.0,466.64,986.0,821.26,378.48,970.7,16.75,168.25,674.81,247.58
9857,Italy,Payload,1967,32596.4,GEO,Active,158.32,991.12,997.62,297.74,470.89,47.22,283.03,839.12,757.98,14.87,535.3,181.95,719.38,165.01,467.88,207.72,728.61,372.61,285.06,909.46,564.53,466.32,324.93,981.21,408.26,571.99,160.31,321.82,102.15,908.83,875.27,758.16,770.14,414.87,562.69,624.19,153.19,793.46,788.2,506.8,218.39,604.21,554.51
9858,India,Debris,2019,29833.76,GEO,Active,395.42,337.79,874.16,735.52,370.27,127.03,95.72,673.31,742.74,106.99,801.01,829.78,568.36,968.47,180.85,420.6,219.92,339.03,927.13,160.78,528.43,441.21,779.03,639.44,117.74,708.09,804.21,225.01,550.07,783.85,9.44,243.73,284.92,930.61,33.0,10.21,589.98,201.56,331.67,624.02,382.53,635.34,194.34
9859,Australia,Payload,1965,31921.66,GEO,Inactive,100.75,336.45,88.48,484.72,12.11,100.13,100.14,430.56,304.62,481.16,886.75,179.99,18.72,904.37,602.44,353.64,477.02,369.29,89.29,19.84,65.82,981.07,974.48,726.04,781.2,969.1,729.39,479.38,779.91,439.14,29.47,586.41,253.78,337.22,711.45,53.77,384.09,17.44,556.83,151.85,550.51,53.55,573.15
9860,Japan,Payload,1968,11857.63,MEO,Inactive,976.0,722.29,367.89,221.68,897.74,438.8,777.21,659.53,478.62,361.53,594.03,947.07,982.98,557.82,804.1,739.91,576.83,218.8,69.71,800.53,32.88,244.61,432.69,218.7,359.1,710.53,911.2,745.56,451.3,544.96,700.14,393.75,238.02,105.19,495.75,894.02,550.91,28.99,559.24,661.43,964.66,533.93,164.02
9861,South Korea,Payload,1977,3593.09,MEO,Inactive,937.32,858.19,562.88,37.49,112.43,157.22,958.69,425.12,600.0,605.53,508.91,576.59,263.05,644.16,612.92,70.46,745.07,353.04,128.28,834.46,740.79,107.88,915.75,787.05,400.1,666.37,956.36,340.17,294.25,618.15,99.56,507.29,102.54,638.01,815.37,926.51,135.74,574.83,447.12,159.87,689.87,902.28,169.72
9862,Italy,Rocket Body,2003,34219.85,GEO,Inactive,460.95,296.27,780.77,722.04,583.79,59.4,81.48,16.97,597.59,127.2,65.97,294.43,438.2,772.18,774.21,717.65,307.27,90.58,105.76,18.88,419.55,387.74,628.84,367.77,988.99,345.72,357.91,29.12,87.37,686.39,793.33,747.52,743.99,818.4,312.35,257.41,760.36,392.78,703.46,353.53,504.79,873.12,164.38
