object_type,country,altitude_km,launch_year_estimate,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50
SATELLITE,Russia,34856.02,1974,789.675,62.133,192.282,747.976,795.012,290.378,349.739,132.812,649.648,39.28,196.843,215.287,109.641,490.889,541.669,657.372,317.432,884.283,430.223,68.134,138.355,569.332,793.647,91.728,556.594,997.971,965.108,658.594,414.206,100.115,85.241,788.2,547.185,296.378,640.812,122.951,690.621,419.137,543.069,204.058,464.514,715.618,634.5,291.984,39.599,498.93
ROCKET BODY,Russia,9483.0,2012,723.066,31.548,399.915,393.489,796.622,710.237,860.162,736.047,824.95,982.904,697.62,353.282,691.63,91.726,182.054,184.713,854.65,667.504,268.349,959.624,695.917,997.784,85.322,661.95,440.883,998.198,905.553,957.763,96.601,117.505,69.685,433.116,218.962,455.979,421.558,382.005,322.136,840.323,611.422,842.452,198.699,926.138,743.468,389.344,513.934,45.432
ROCKET BODY,USA,16139.86,2002,986.975,643.093,423.135,764.674,467.062,69.008,536.668,834.003,593.946,770.886,256.484,581.217,449.061,865.745,769.654,871.764,588.692,879.776,389.561,329.733,624.501,438.418,786.154,687.821,71.351,978.257,207.823,207.452,974.109,685.695,143.936,73.227,594.836,777.836,332.038,41.352,962.045,116.604,71.86,351.263,388.27,49.504,471.049,616.917,936.961,238.849
FRAGMENT,India,14670.9,1966,699.868,977.071,697.769,85.507,95.082,18.755,250.473,475.347,160.484,997.854,375.251,113.418,203.225,866.031,934.58,301.797,458.648,27.94,678.104,525.106,174.546,782.051,956.201,814.326,758.473,712.269,686.689,975.103,17.684,148.434,443.4,208.508,637.283,557.25,463.816,976.502,253.365,572.07,286.7,321.387,139.063,936.799,92.425,756.127,449.041,308.033
PAYLOAD,China,10369.59,1986,702.821,406.885,442.909,418.005,472.327,285.189,460.241,360.854,930.42,518.443,119.8,710.851,380.134,623.471,803.283,6.101,74.733,901.951,644.634,680.773,762.371,698.631,662.965,468.177,500.375,880.894,804.99,665.903,758.996,33.477,446.609,249.752,480.857,456.012,692.552,276.536,456.585,602.063,352.712,439.162,228.468,443.838,301.07,991.292,309.875,352.114
FRAGMENT,Japan,34457.61,2020,238.152,285.706,930.312,532.115,976.862,297.328,210.968,210.439,629.049,502.08,671.562,137.852,166.967,148.607,818.709,242.772,637.626,150.51,355.186,703.939,462.855,841.134,699.311,530.638,259.109,952.329,492.154,157.549,663.333,238.007,421.132,150.126,703.375,345.365,441.073,591.702,151.42,44.095,378.005,350.655,396.565,471.923,728.845,4.467,492.088,378.416
FRAGMENT,China,27992.09,2011,612.7,870.717,37.998,189.856,360.928,885.716,385.38,69.803,647.429,630.862,473.212,151.624,469.052,825.987,240.85,682.163,85.11,879.767,368.814,878.647,202.865,699.254,561.589,849.083,581.408,469.071,612.537,217.24,848.736,165.912,790.749,781.041,76.286,695.604,730.866,605.966,184.527,603.725,951.462,209.519,166.775,283.67,284.605,960.528,655.492,613.99
FRAGMENT,USA,32631.7,1974,33.015,778.695,101.026,437.966,244.328,242.578,758.968,507.834,391.244,960.585,176.122,113.467,371.936,722.814,594.916,147.64,888.815,531.962,896.918,436.11,430.444,246.222,604.141,205.017,588.381,658.271,931.833,692.564,115.12,969.315,472.428,292.258,21.297,674.542,235.403,256.272,893.633,820.909,603.847,361.348,894.43,16.893,45.085,61.419,260.376,368.016
DEBRIS,India,32506.87,1986,291.544,218.625,724.019,809.456,536.462,833.25,785.606,162.668,477.553,824.674,925.652,860.796,120.658,216.383,962.181,975.389,362.688,430.899,469.863,589.315,634.374,341.811,144.206,86.291,435.966,363.515,271.702,648.413,255.632,303.232,341.251,674.283,116.849,538.096,984.344,848.364,622.595,365.563,131.554,578.939,493.429,604.388,549.093,894.605,318.678,314.121
DEBRIS,China,27664.04,2003,601.149,456.745,416.196,206.016,483.005,269.861,33.661,193.221,512.233,550.977,35.138,147.69,864.306,181.192,111.461,450.761,512.786,790.072,51.401,826.378,600.552,860.43,602.247,578.662,356.337,729.497,496.618,281.178,354.83,189.007,377.174,357.662,744.366,176.738,830.585,679.282,15.064,598.796,485.423,533.964,290.469,135.06,831.47,933.552,408.342,830.75
PAYLOAD,Other,34646.61,1995,222.475,296.663,621.138,689.922,63.978,759.032,598.433,903.328,718.342,686.502,516.568,634.261,182.338,783.716,489.646,210.289,518.339,934.788,571.198,119.862,232.336,902.939,756.522,725.489,279.095,569.168,911.593,254.285,720.35,133.742,82.642,191.948,203.381,746.905,269.508,20.896,301.424,610.604,860.217,178.545,886.689,447.669,565.321,601.947,817.645,765.117
DEBRIS,ESA,1929.37,1973,832.415,930.435,151.113,186.944,974.754,579.443,714.692,209.476,99.416,349.931,656.969,409.336,717.148,325.176,85.967,734.601,122.683,628.218,690.819,708.923,582.443,103.462,281.86,413.566,466.305,950.837,384.195,310.975,999.508,92.615,830.22,391.31,180.169,623.425,100.722,879.446,465.605,391.944,939.829,254.299,950.098,107.796,580.037,873.629,350.73,874.396
SATELLITE,Russia,14346.4,2018,959.302,397.324,776.381,347.92,627.259,120.311,682.315,280.067,237.75,252.713,785.361,397.651,237.47,409.253,469.286,928.182,669.501,51.797,101.003,385.128,171.899,772.098,271.131,644.797,759.991,854.531,928.542,371.656,64.328,656.226,233.576,518.284,978.637,931.557,731.988,224.764,573.021,581.037,521.443,136.177,780.488,520.452,930.478,18.285,270.395,816.646
PAYLOAD,USA,16385.16,2024,810.766,836.45,186.968,988.448,750.511,416.568,93.212,794.055,716.242,526.67,265.749,477.188,606.37,526.181,98.043,192.494,481.814,753.588,26.976,649.68,562.437,78.031,936.855,42.418,546.426,146.726,57.446,183.827,348.006,426.577,763.696,161.244,786.718,739.577,956.059,687.055,818.003,964.296,141.801,996.938,821.962,447.188,583.094,394.863,230.859,635.029
ROCKET BODY,China,31258.02,1978,907.304,668.213,455.869,120.643,78.523,834.465,429.331,658.552,689.652,63.415,446.189,182.884,618.841,811.03,123.714,890.958,846.246,80.416,137.181,464.526,99.232,75.222,955.669,859.336,399.604,396.936,995.731,850.426,791.663,809.606,598.14,80.155,375.602,536.254,807.321,373.11,440.946,384.729,79.716,361.078,962.988,456.613,831.072,968.07,30.893,500.831
PAYLOAD,USA,17612.22,1999,370.83,8.473,712.651,262.786,41.244,856.627,805.857,448.599,695.39,749.545,24.978,534.713,288.512,753.854,310.665,50.43,621.197,234.613,926.367,536.0,618.31,640.72,3.922,931.764,546.62,34.266,874.723,961.798,930.703,959.644,434.465,752.208,516.21,560.765,869.498,645.091,695.743,324.547,515.915,851.725,948.16,893.286,297.809,453.182,80.189,377.922
FRAGMENT,China,24980.63,1974,884.353,714.296,263.057,386.429,401.166,429.434,285.045,174.397,700.851,186.683,572.491,351.217,975.539,205.149,12.8,457.127,317.383,155.561,410.745,374.745,229.881,890.735,324.668,814.526,656.613,306.292,647.589,158.337,949.865,0.116,819.277,986.797,760.593,631.872,63.688,418.993,302.486,473.123,709.359,538.974,320.662,198.576,417.109,869.286,491.752,931.894
FRAGMENT,ESA,8659.4,1970,743.569,880.234,291.84,304.724,561.872,519.342,933.406,662.375,23.222,583.344,319.994,969.834,425.01,117.592,2.21,116.297,483.837,808.551,892.674,338.868,761.897,347.992,869.701,26.168,3.935,693.81,673.565,687.042,485.183,576.063,829.202,77.175,387.816,756.007,741.132,602.31,172.085,544.446,903.651,793.192,320.266,676.751,113.887,898.268,610.224,722.122
FRAGMENT,ESA,17061.34,2015,726.594,841.814,326.951,292.132,848.552,99.231,618.067,964.199,282.492,349.587,777.36,916.186,67.769,106.681,9.64,615.539,224.289,414.068,496.704,210.006,772.082,284.261,591.36,247.403,670.914,289.592,418.541,629.54,258.914,689.865,565.256,423.268,992.126,802.667,632.48,157.315,834.701,880.535,827.388,574.457,833.815,525.954,176.657,66.733,62.37,132.369
FRAGMENT,China,7274.01,1980,337.453,905.676,6.682,40.455,586.247,347.224,184.229,841.436,534.717,2.005,312.691,494.243,544.693,949.642,216.376,778.465,846.213,391.504,726.294,842.299,942.236,581.154,65.93,528.35,42.806,933.984,102.325,73.656,618.435,885.796,678.841,971.943,327.192,110.751,643.71,72.53,261.112,731.946,523.405,981.578,834.434,370.85,110.608,80.556,6.805,277.882
SATELLITE,China,9676.25,1970,706.159,582.395,894.35,736.874,930.517,443.345,399.635,702.124,752.592,767.166,283.5,525.212,176.556,838.216,986.723,274.028,752.728,537.786,966.284,64.759,673.928,452.632,315.626,442.633,801.719,520.501,876.138,257.886,394.371,702.725,722.207,667.441,307.782,301.669,295.706,643.359,29.62,335.736,585.467,906.127,101.558,863.186,408.47,937.368,568.434,214.8
DEBRIS,Other,32717.67,2008,452.053,940.54,750.675,270.211,924.06,133.632,209.825,447.627,356.429,793.362,956.162,76.143,144.994,333.457,763.961,207.244,53.099,792.185,59.068,677.14,322.035,641.204,502.91,558.575,304.525,978.936,186.367,305.877,795.599,174.575,919.449,535.718,320.015,283.464,708.874,744.38,620.92,536.513,234.524,530.302,64.487,372.788,789.083,333.002,91.267,339.158
FRAGMENT,ESA,34306.18,1989,928.628,842.82,663.656,637.064,888.239,928.029,981.643,33.742,320.307,594.399,129.536,408.146,495.872,774.24,128.893,452.589,403.898,338.477,115.276,738.775,593.66,260.288,962.639,866.338,319.255,216.564,371.135,970.268,902.183,35.176,545.101,33.744,229.978,399.341,304.42,909.899,575.588,518.87,16.248,194.153,810.566,914.58,329.933,871.005,416.577,880.759
PAYLOAD,China,16316.22,1991,512.713,151.093,944.145,915.039,617.632,578.25,806.553,529.949,297.264,937.179,93.53,21.298,751.725,238.394,746.263,649.581,876.391,23.858,276.337,639.731,305.982,892.793,923.491,932.354,47.514,152.332,577.843,974.471,97.88,410.672,95.542,166.374,219.938,47.445,791.641,415.472,383.408,410.575,273.145,754.081,342.385,594.237,422.686,30.041,165.098,968.449
SATELLITE,ESA,33395.87,2011,637.634,766.666,66.368,506.967,463.999,674.776,374.212,887.749,7.344,87.168,245.533,302.989,359.445,981.006,149.961,308.708,309.776,601.913,205.407,100.382,592.357,559.67,388.206,508.32,129.617,432.368,94.406,681.424,921.252,637.458,204.55,840.848,332.989,772.748,621.201,221.912,619.131,618.238,254.863,140.122,825.589,813.851,521.631,963.626,254.066,841.427
FRAGMENT,ESA,7501.26,1958,343.762,961.835,238.106,7.214,73.881,274.173,825.827,313.641,724.917,538.097,599.42,227.947,674.724,752.677,830.458,213.094,228.519,499.767,904.342,85.728,809.892,764.182,349.969,13.593,556.872,508.66,754.251,415.595,727.006,878.291,784.364,396.46,543.031,840.532,871.908,599.933,399.675,816.936,429.138,482.807,682.437,819.551,735.595,113.349,914.403,375.111
SATELLITE,USA,2583.42,2010,126.408,882.82,935.009,574.258,238.775,704.111,174.876,882.412,518.733,999.361,782.445,907.591,801.721,881.652,561.5,216.87,713.514,473.041,972.862,679.754,440.704,81.848,516.699,95.872,340.832,295.301,753.667,49.176,45.606,267.603,297.751,726.206,616.371,752.332,335.237,522.345,920.873,37.672,462.653,281.187,535.64,348.752,863.566,101.845,906.381,527.88
PAYLOAD,India,31021.24,2019,415.102,487.373,227.399,617.818,964.338,582.772,203.279,8.285,930.486,79.818,244.307,396.324,958.64,178.197,960.772,302.377,65.859,389.24,219.467,905.013,493.817,307.364,296.212,80.174,518.212,141.689,30.582,843.549,982.097,157.839,583.876,702.849,176.682,670.114,473.433,661.981,228.324,743.914,889.578,765.515,908.941,533.387,679.563,98.451,219.675,395.173
FRAGMENT,India,31542.92,2002,769.178,330.498,22.77,656.521,776.481,763.125,563.964,528.75,771.131,972.109,665.478,977.734,343.009,710.533,566.065,301.904,854.814,915.094,603.855,521.162,605.575,174.424,905.472,434.664,745.469,964.582,671.279,984.751,6.129,171.905,454.985,37.041,864.501,942.383,926.881,520.344,698.982,283.779,741.944,20.325,195.484,336.365,535.022,0.682,500.682,310.494
ROCKET BODY,Russia,1529.71,2010,404.639,481.525,987.733,607.946,897.809,966.673,743.606,719.198,864.253,101.768,852.031,292.75,683.214,810.445,941.21,111.01,683.565,369.539,804.506,163.152,148.835,218.963,947.444,146.452,383.691,811.709,594.585,144.722,273.068,349.759,459.419,547.151,231.407,581.952,258.626,101.943,346.898,150.521,470.393,737.017,312.787,526.49,397.984,338.623,215.692,944.864
ROCKET BODY,Other,21462.39,1966,39.235,265.03,469.961,534.277,160.719,904.096,153.145,86.609,927.082,320.837,666.48,933.097,991.244,428.515,789.532,666.238,471.718,763.757,373.918,363.138,510.983,383.493,175.056,81.163,373.076,463.792,629.574,408.486,770.609,195.091,853.293,458.341,673.409,97.574,208.29,881.929,3.031,729.426,154.863,351.62,557.221,139.987,105.213,488.646,45.282,603.191
DEBRIS,Japan,33326.78,1967,58.766,692.429,982.12,952.735,714.686,898.576,630.881,18.267,224.402,776.374,228.87,684.905,484.748,187.94,998.122,148.31,387.405,317.029,221.534,73.025,875.98,420.461,842.62,54.376,110.032,667.633,810.312,803.197,279.803,697.734,591.978,888.499,685.318,666.63,668.142,344.609,466.147,971.937,745.781,70.123,915.076,6.879,852.562,416.825,936.297,573.326
ROCKET BODY,Other,23912.04,1981,705.882,8.065,307.4,739.012,664.011,942.859,918.608,669.54,94.563,153.601,885.627,348.416,137.103,164.165,955.153,387.982,478.902,636.007,258.544,730.855,492.023,183.201,442.476,33.678,563.228,663.549,261.324,35.482,816.94,238.35,474.276,563.968,471.868,105.269,620.533,722.757,60.867,908.634,378.645,98.247,273.481,664.91,968.299,272.886,554.495,938.389
SATELLITE,India,5501.34,1993,61.528,431.426,902.774,738.017,375.427,250.63,968.516,672.668,292.411,969.07,656.698,523.056,255.222,427.542,737.511,720.036,147.729,470.986,301.959,285.905,17.195,34.527,619.299,267.818,931.125,564.016,487.521,86.001,284.092,126.098,667.814,834.263,895.857,700.539,515.802,505.817,62.603,360.081,252.761,541.499,80.488,548.64,276.049,680.789,602.139,298.462
FRAGMENT,USA,31559.27,1970,336.976,414.783,677.272,179.459,457.722,979.302,8.392,842.938,186.677,442.144,379.842,824.371,775.551,968.741,135.417,369.904,873.268,931.858,396.904,793.189,538.813,995.65,113.877,263.674,534.771,883.852,507.897,368.154,264.323,596.734,848.519,634.795,353.681,305.365,81.812,85.534,247.733,896.386,498.012,512.194,119.2,2.771,860.845,803.32,592.307,16.379
PAYLOAD,Russia,9331.31,1960,269.637,277.181,240.196,952.323,568.098,352.43,729.039,256.43,563.696,397.418,763.55,242.258,712.117,804.474,534.138,656.633,357.368,710.764,249.444,721.619,321.622,546.381,11.518,2.294,122.037,941.585,155.762,211.687,214.066,172.323,163.305,205.233,41.697,703.21,763.978,214.574,307.867,416.756,31.168,951.778,399.289,129.304,707.763,530.519,615.527,219.612
DEBRIS,Japan,2564.16,1994,956.629,72.929,945.441,14.396,327.335,805.606,100.769,35.646,512.608,745.518,278.768,760.821,266.669,726.931,676.587,996.64,160.514,946.274,712.505,465.022,605.483,236.216,181.718,685.182,806.744,613.646,656.801,710.891,855.46,365.266,703.304,786.478,918.219,281.966,568.337,562.191,279.064,654.955,403.239,759.505,446.129,356.249,9.812,365.235,668.921,939.916
SATELLITE,ESA,16844.07,1975,238.251,609.714,609.225,579.575,807.662,618.112,887.564,160.187,655.429,165.319,869.59,675.408,499.296,922.868,572.074,828.193,439.054,389.548,738.491,257.515,511.383,211.611,548.673,28.111,756.043,724.064,44.594,494.793,869.576,850.836,624.175,414.882,135.839,80.614,787.408,113.037,181.782,978.179,316.285,702.53,383.656,120.704,275.015,125.901,596.584,795.654
DEBRIS,ESA,17445.62,1976,494.726,191.245,635.37,86.387,889.13,98.458,915.298,531.819,733.632,452.003,65.778,619.224,155.369,76.97,130.16,931.655,92.77,676.966,691.387,575.418,169.18,150.467,45.384,494.652,268.712,701.653,689.427,792.933,935.307,692.289,323.197,977.08,156.003,449.397,535.951,173.944,33.935,962.369,988.638,931.94,29.135,303.802,629.225,435.31,436.975,126.508
PAYLOAD,USA,9702.58,1960,750.066,984.173,220.757,467.643,506.724,91.493,360.655,940.054,735.518,727.14,906.049,76.554,349.782,647.147,270.217,890.673,606.888,135.686,912.695,972.412,642.889,32.494,815.374,572.734,420.165,885.365,976.02,41.878,239.908,452.368,224.865,65.769,154.712,272.719,746.836,601.944,126.124,486.61,237.52,290.576,201.406,368.248,570.702,660.327,139.387,206.937
SATELLITE,Russia,18187.93,1980,919.553,694.016,73.854,100.325,603.496,240.067,807.616,673.674,996.798,288.783,592.794,600.8,928.442,979.78,715.007,2.647,816.31,303.69,178.281,807.987,383.892,918.893,899.106,971.064,286.765,181.877,141.035,610.562,308.079,244.413,172.105,157.175,911.415,474.449,245.423,3.402,721.267,781.376,308.455,970.47,658.734,672.193,874.904,169.294,597.534,567.987
SATELLITE,India,5237.06,1996,419.047,571.913,323.751,756.94,884.051,824.332,751.675,43.831,494.023,372.515,759.571,497.018,354.153,310.861,487.671,198.37,889.89,730.057,734.687,296.456,334.79,888.568,862.304,390.686,267.04,4.455,114.018,898.659,848.892,798.842,711.57,178.41,955.039,322.917,632.056,314.015,460.224,515.091,656.954,115.405,156.813,964.197,399.604,110.151,185.146,283.322
PAYLOAD,USA,16522.43,2000,797.244,527.869,588.917,828.184,33.278,106.985,248.557,167.422,865.025,889.442,157.867,301.756,831.133,829.031,191.643,574.256,805.17,37.736,105.735,414.868,195.582,797.049,4.851,887.111,973.906,925.813,95.411,603.305,86.453,580.301,175.326,197.974,512.337,266.466,479.17,436.154,66.691,339.754,754.548,531.638,318.638,187.525,849.557,711.115,535.803,835.159
FRAGMENT,USA,5873.65,1971,599.209,510.984,720.114,493.83,32.584,205.745,919.439,611.908,561.733,126.746,54.587,44.407,424.056,957.741,479.354,921.697,905.213,506.596,201.28,358.112,229.829,694.937,253.848,278.72,362.02,731.959,165.736,226.679,572.078,682.54,735.075,895.504,731.328,61.529,324.812,563.217,224.355,914.727,385.711,808.952,168.034,751.131,710.786,186.639,245.141,498.99
PAYLOAD,USA,18530.88,2006,98.6,104.221,193.555,743.055,187.279,0.613,856.921,330.538,626.739,708.748,423.684,334.322,222.851,264.266,529.711,990.294,551.305,965.502,830.956,462.965,199.647,546.841,466.722,607.48,958.983,644.585,312.317,794.13,861.408,975.445,71.881,420.927,159.51,429.127,66.23,965.987,328.924,321.75,378.868,139.141,882.903,203.96,322.397,138.92,141.159,574.953
PAYLOAD,China,20508.45,1974,609.573,212.319,831.682,536.786,716.782,878.687,332.151,979.903,878.845,555.836,974.152,864.89,931.931,297.446,48.528,904.096,929.438,99.546,369.927,144.769,840.195,385.426,917.451,708.095,388.798,311.983,722.575,965.723,311.724,144.375,974.723,456.822,995.136,167.173,830.233,366.602,403.899,744.605,275.088,127.4,123.623,541.449,53.157,175.317,483.368,164.115
PAYLOAD,China,19901.51,2004,370.718,249.931,562.297,802.163,49.813,818.446,281.642,19.791,863.015,947.177,515.152,484.05,71.166,0.465,428.08,494.394,991.756,528.392,318.483,361.492,127.448,18.276,200.42,478.95,492.622,400.093,512.329,843.558,124.129,136.615,698.281,43.959,335.684,665.635,336.401,418.737,192.777,127.611,654.454,982.511,124.371,858.427,336.86,982.611,402.169,529.676
DEBRIS,China,14687.18,1993,488.628,793.576,454.41,477.449,899.364,333.899,641.073,261.908,492.176,457.383,584.993,244.46,260.298,262.167,989.122,503.723,624.375,616.706,216.534,98.496,781.727,557.946,272.305,108.123,868.4,119.967,536.362,66.073,65.215,997.448,670.914,577.878,418.608,875.104,984.672,939.353,335.004,634.534,216.45,160.324,63.411,33.608,88.639,290.455,40.279,221.353
ROCKET BODY,China,9462.0,1993,590.045,863.329,565.839,111.366,228.789,587.144,182.602,977.1,855.302,657.099,974.599,468.186,875.222,781.657,670.637,11.194,283.114,177.778,241.086,215.436,545.655,82.536,127.28,710.24,180.336,591.501,178.035,872.861,919.06,213.315,941.729,737.631,612.235,205.187,778.319,643.14,914.724,767.093,25.704,282.659,205.294,565.502,593.905,902.907,417.748,361.765
DEBRIS,India,4751.88,1985,245.91,155.95,831.423,398.322,738.339,449.857,647.368,832.33,825.439,132.196,282.914,652.098,255.089,58.702,740.662,101.998,94.79,27.82,606.185,393.552,713.452,724.581,94.658,762.412,635.963,771.05,794.779,105.051,572.19,135.377,836.766,263.915,370.19,502.623,512.226,972.535,874.673,96.196,238.69,205.569,320.362,361.776,329.311,254.69,539.398,918.943
